run_id,timestamp,agent_id,scenario_id,status,latency_ms,input_tokens,output_tokens,tool_calls,estimated_cost_usd,eval_score,human_approval_required
RUN0000170,2026-06-02 09:27:00,TASK_EFFECT_MEASUREMENT,SCN_MEMBER_GROWTH,success,12423,3955,1333,10,0.787,0.864,N
RUN0000171,2026-06-24 17:11:00,ORCH_SERVICE_RECOVERY,SCN_DORMANT_REACTIVATION,success,11239,1260,386,7,1.3412,0.969,N
RUN0000172,2026-06-10 21:30:00,TASK_OFFER_OPTIMIZATION,SCN_MEMBER_GROWTH,failed,9167,2338,350,3,0.4128,0.46,N
RUN0000173,2026-06-18 19:22:00,TASK_EFFECT_MEASUREMENT,SCN_NEW_CUSTOMER_ONBOARDING,failed,11364,4401,1192,16,0.3022,0.61,N
RUN0000174,2026-06-13 05:35:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_VIP_CLIENTELING,needs_approval,4779,2939,1241,7,0.9884,0.669,Y
RUN0000175,2026-06-18 20:52:00,TASK_CHURN_RISK_SCORING,SCN_MEMBER_GROWTH,failed,11575,794,1387,18,1.1664,0.683,N
RUN0000176,2026-06-25 02:27:00,TASK_CHURN_RISK_SCORING,SCN_MEMBER_GROWTH,success,8803,3022,944,1,0.5673,0.801,N
RUN0000177,2026-06-26 08:42:00,TASK_CHURN_RISK_SCORING,SCN_VIP_CLIENTELING,policy_blocked,5323,1812,910,16,1.3167,0.61,N
RUN0000178,2026-06-03 14:02:00,TASK_OFFER_OPTIMIZATION,SCN_NEW_CUSTOMER_ONBOARDING,success,12885,1481,1024,18,1.1649,0.812,N
RUN0000179,2026-06-21 01:16:00,TASK_CAMPAIGN_EXECUTION,SCN_MEMBER_GROWTH,success,12231,5035,502,15,1.1715,0.811,N
RUN0000180,2026-06-04 02:16:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_VIP_CLIENTELING,success,12115,2163,1532,10,1.5787,0.911,N
RUN0000181,2026-06-04 16:37:00,TASK_CONSENT_POLICY_CHECK,SCN_VIP_CLIENTELING,needs_approval,7895,4293,799,12,0.8097,0.664,Y
RUN0000182,2026-06-09 15:55:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_MEMBER_GROWTH,success,12750,4984,1191,1,0.9483,0.774,N
RUN0000183,2026-06-25 18:37:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_DORMANT_REACTIVATION,success,11073,1881,1245,17,1.3845,0.918,N
RUN0000184,2026-06-27 08:48:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_VIP_CLIENTELING,success,6514,4336,1352,4,1.1291,0.89,N
RUN0000185,2026-06-15 18:06:00,TASK_CHANNEL_TIMING_SELECTION,SCN_DORMANT_REACTIVATION,success,2263,2593,322,4,0.1419,0.743,N
RUN0000186,2026-06-07 22:18:00,TASK_CONTENT_GENERATION,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,11866,2057,209,18,0.34,0.39,Y
RUN0000187,2026-06-14 07:29:00,ORCH_VIP_CLIENTELING,SCN_DORMANT_REACTIVATION,success,2626,781,246,10,0.3086,0.85,N
RUN0000188,2026-06-28 22:56:00,ORCH_SERVICE_RECOVERY,SCN_REPLENISHMENT_NBA,success,9909,3549,1496,11,1.2216,0.726,N
RUN0000189,2026-06-24 02:36:00,ORCH_DORMANT_REACTIVATION,SCN_MEMBER_GROWTH,success,10414,1208,668,7,1.0951,0.768,N
RUN0000190,2026-06-24 03:51:00,ORCH_SERVICE_RECOVERY,SCN_VIP_CLIENTELING,success,13142,1753,1088,14,0.5076,0.902,N
RUN0000191,2026-06-03 09:13:00,TASK_CHURN_RISK_SCORING,SCN_REPLENISHMENT_NBA,success,949,2471,1254,10,1.6352,0.795,N
RUN0000192,2026-06-01 17:38:00,TASK_CONSENT_POLICY_CHECK,SCN_VIP_CLIENTELING,success,2470,4043,258,14,0.7644,0.871,N
RUN0000193,2026-06-26 02:07:00,ORCH_REPLENISHMENT_NBA,SCN_VIP_CLIENTELING,success,10840,1244,1017,11,0.1057,0.855,N
RUN0000194,2026-07-01 19:43:00,TASK_CHANNEL_TIMING_SELECTION,SCN_NEW_CUSTOMER_ONBOARDING,success,5892,3411,918,14,0.9725,0.99,N
RUN0000195,2026-06-12 17:18:00,TASK_CAMPAIGN_EXECUTION,SCN_NEW_CUSTOMER_ONBOARDING,success,12329,2076,1230,4,1.5594,0.926,N
RUN0000196,2026-06-06 02:12:00,TASK_EFFECT_MEASUREMENT,SCN_SERVICE_RECOVERY,success,2101,752,655,7,0.6787,0.76,N
RUN0000197,2026-06-24 12:54:00,ORCH_REPLENISHMENT_NBA,SCN_SERVICE_RECOVERY,success,10201,1843,288,8,1.3886,0.923,N
RUN0000198,2026-06-22 04:32:00,TASK_CHURN_RISK_SCORING,SCN_SERVICE_RECOVERY,success,2306,639,920,3,1.5232,0.893,N
RUN0000199,2026-06-06 13:24:00,TASK_PRODUCT_RECOMMENDATION,SCN_VIP_CLIENTELING,success,880,4859,1163,10,0.183,0.731,N
RUN0000200,2026-06-19 02:28:00,ORCH_DORMANT_REACTIVATION,SCN_SERVICE_RECOVERY,success,12084,3095,711,2,1.6352,0.809,N
RUN0000201,2026-06-03 02:13:00,ORCH_VIP_CLIENTELING,SCN_NEW_CUSTOMER_ONBOARDING,success,12724,2021,611,2,0.2201,0.971,N
RUN0000202,2026-06-30 15:43:00,TASK_PRODUCT_RECOMMENDATION,SCN_SERVICE_RECOVERY,success,2164,3059,1399,15,0.3811,0.802,N
RUN0000203,2026-06-13 15:58:00,TASK_CONTENT_GENERATION,SCN_DORMANT_REACTIVATION,success,8766,3996,1354,3,0.6253,0.749,N
RUN0000204,2026-06-09 23:15:00,TASK_OFFER_OPTIMIZATION,SCN_VIP_CLIENTELING,success,5204,2653,673,6,0.6857,0.824,N
RUN0000205,2026-06-25 07:31:00,ORCH_VIP_CLIENTELING,SCN_NEW_CUSTOMER_ONBOARDING,success,10005,4814,1388,13,0.3273,0.871,N
RUN0000206,2026-06-23 11:04:00,ORCH_DORMANT_REACTIVATION,SCN_DORMANT_REACTIVATION,policy_blocked,1087,2855,1117,13,0.1369,0.558,N
RUN0000207,2026-06-10 06:02:00,ORCH_DORMANT_REACTIVATION,SCN_VIP_CLIENTELING,success,6989,2878,1249,17,0.8461,0.927,N
RUN0000208,2026-06-12 09:44:00,ORCH_SERVICE_RECOVERY,SCN_REPLENISHMENT_NBA,success,2094,1707,658,18,0.0515,0.902,N
RUN0000209,2026-06-11 21:21:00,ORCH_REPLENISHMENT_NBA,SCN_VIP_CLIENTELING,success,7272,3506,956,12,0.0592,0.801,N
RUN0000210,2026-06-11 18:47:00,ORCH_SERVICE_RECOVERY,SCN_NEW_CUSTOMER_ONBOARDING,success,2422,3877,897,17,1.5678,0.85,N
RUN0000211,2026-06-12 03:10:00,ORCH_DORMANT_REACTIVATION,SCN_VIP_CLIENTELING,success,9346,5095,1346,15,0.9539,0.881,N
RUN0000212,2026-06-30 00:55:00,TASK_CAMPAIGN_EXECUTION,SCN_MEMBER_GROWTH,success,10502,764,962,12,0.6479,0.764,N
RUN0000213,2026-06-29 07:45:00,ORCH_REPLENISHMENT_NBA,SCN_MEMBER_GROWTH,success,8775,4644,701,18,0.593,0.929,N
RUN0000214,2026-06-09 10:33:00,TASK_CHURN_RISK_SCORING,SCN_DORMANT_REACTIVATION,needs_approval,11875,1614,1461,1,1.6891,0.588,Y
RUN0000215,2026-06-09 13:57:00,ORCH_SERVICE_RECOVERY,SCN_REPLENISHMENT_NBA,success,4869,4383,243,18,0.3012,0.977,N
RUN0000216,2026-06-05 11:48:00,TASK_AUDIENCE_DISCOVERY,SCN_VIP_CLIENTELING,success,8063,2577,337,13,1.2604,0.837,N
RUN0000217,2026-06-16 07:46:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,success,6237,2932,1184,13,1.1152,0.97,N
RUN0000218,2026-06-27 09:27:00,TASK_SA_FOLLOWUP_TASKING,SCN_DORMANT_REACTIVATION,success,1132,909,623,11,0.6784,0.87,N
RUN0000219,2026-06-27 21:06:00,TASK_CHURN_RISK_SCORING,SCN_DORMANT_REACTIVATION,success,9887,765,942,11,0.7399,0.732,N
RUN0000220,2026-06-09 12:16:00,TASK_EFFECT_MEASUREMENT,SCN_NEW_CUSTOMER_ONBOARDING,failed,1735,1825,1567,3,0.9482,0.349,N
RUN0000221,2026-06-05 07:16:00,TASK_CHANNEL_TIMING_SELECTION,SCN_REPLENISHMENT_NBA,success,9289,2419,1240,7,0.7996,0.909,N
RUN0000222,2026-06-07 09:12:00,TASK_CAMPAIGN_EXECUTION,SCN_DORMANT_REACTIVATION,success,3118,3717,958,10,1.3849,0.912,N
RUN0000223,2026-06-05 19:30:00,ORCH_DORMANT_REACTIVATION,SCN_DORMANT_REACTIVATION,success,1444,1339,1434,14,0.3425,0.879,N
RUN0000224,2026-06-07 14:32:00,ORCH_VIP_CLIENTELING,SCN_DORMANT_REACTIVATION,success,10097,4950,400,6,0.7367,0.85,N
RUN0000225,2026-06-01 19:36:00,TASK_PRODUCT_RECOMMENDATION,SCN_SERVICE_RECOVERY,success,13455,3932,479,10,1.0657,0.888,N
RUN0000226,2026-06-07 04:57:00,ORCH_VIP_CLIENTELING,SCN_DORMANT_REACTIVATION,success,8760,4704,620,6,1.0435,0.865,N
RUN0000227,2026-06-03 08:36:00,TASK_CHURN_RISK_SCORING,SCN_VIP_CLIENTELING,success,10762,2612,1383,9,0.7425,0.98,N
RUN0000228,2026-06-22 02:56:00,TASK_CONTENT_GENERATION,SCN_NEW_CUSTOMER_ONBOARDING,success,8168,1770,745,7,0.2721,0.763,N
RUN0000229,2026-06-07 04:42:00,ORCH_SERVICE_RECOVERY,SCN_VIP_CLIENTELING,policy_blocked,8166,3436,404,3,0.4513,0.509,N
RUN0000230,2026-06-21 18:09:00,ORCH_REPLENISHMENT_NBA,SCN_VIP_CLIENTELING,success,9824,676,885,4,1.1374,0.929,N
RUN0000231,2026-06-03 03:34:00,TASK_PRODUCT_RECOMMENDATION,SCN_REPLENISHMENT_NBA,success,12645,3899,1127,7,0.7008,0.755,N
RUN0000232,2026-06-11 13:29:00,TASK_EFFECT_MEASUREMENT,SCN_MEMBER_GROWTH,success,7021,4249,513,5,0.6531,0.81,N
RUN0000233,2026-06-01 17:38:00,TASK_EFFECT_MEASUREMENT,SCN_VIP_CLIENTELING,success,13256,4101,1037,8,1.0211,0.863,N
RUN0000234,2026-06-19 14:30:00,ORCH_VIP_CLIENTELING,SCN_VIP_CLIENTELING,success,4645,3333,1023,2,1.3573,0.918,N
RUN0000235,2026-06-11 23:55:00,TASK_OFFER_OPTIMIZATION,SCN_REPLENISHMENT_NBA,success,5308,1776,683,7,0.927,0.823,N
RUN0000236,2026-06-25 11:25:00,TASK_SA_FOLLOWUP_TASKING,SCN_REPLENISHMENT_NBA,success,8366,1297,1433,8,0.6698,0.956,N
RUN0000237,2026-06-21 04:48:00,ORCH_REPLENISHMENT_NBA,SCN_REPLENISHMENT_NBA,success,961,3091,1158,17,1.1585,0.987,N
RUN0000238,2026-06-28 00:19:00,TASK_CHANNEL_TIMING_SELECTION,SCN_REPLENISHMENT_NBA,needs_approval,3680,4748,1594,18,1.1142,0.46,Y
RUN0000239,2026-06-09 10:39:00,TASK_PRODUCT_RECOMMENDATION,SCN_SERVICE_RECOVERY,success,6809,3954,1421,10,0.9174,0.965,N
RUN0000240,2026-06-03 10:22:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_REPLENISHMENT_NBA,success,13193,4503,531,5,1.6248,0.985,N
RUN0000241,2026-06-25 06:58:00,TASK_OFFER_OPTIMIZATION,SCN_REPLENISHMENT_NBA,failed,4781,2410,1474,8,0.1508,0.717,N
RUN0000242,2026-06-20 21:30:00,ORCH_SERVICE_RECOVERY,SCN_DORMANT_REACTIVATION,success,5811,1589,846,7,0.4267,0.971,N
RUN0000243,2026-06-07 15:03:00,TASK_AUDIENCE_DISCOVERY,SCN_DORMANT_REACTIVATION,policy_blocked,10126,2677,1202,7,0.0279,0.548,N
RUN0000244,2026-06-25 15:32:00,TASK_AUDIENCE_DISCOVERY,SCN_NEW_CUSTOMER_ONBOARDING,policy_blocked,6276,2968,1224,14,0.5184,0.488,N
RUN0000245,2026-06-19 22:45:00,ORCH_DORMANT_REACTIVATION,SCN_REPLENISHMENT_NBA,success,6495,3353,689,10,1.283,0.732,N
RUN0000246,2026-06-05 14:09:00,TASK_AUDIENCE_DISCOVERY,SCN_DORMANT_REACTIVATION,success,13144,4957,229,13,0.2983,0.932,N
RUN0000247,2026-06-23 06:52:00,ORCH_VIP_CLIENTELING,SCN_VIP_CLIENTELING,success,12816,4835,398,18,0.8995,0.9,N
RUN0000248,2026-06-19 17:02:00,TASK_CONSENT_POLICY_CHECK,SCN_REPLENISHMENT_NBA,success,8140,1789,1228,18,0.6007,0.84,N
RUN0000249,2026-06-23 16:08:00,TASK_OFFER_OPTIMIZATION,SCN_REPLENISHMENT_NBA,needs_approval,5155,1486,817,1,1.7257,0.459,Y
RUN0000250,2026-06-10 01:06:00,TASK_PRODUCT_RECOMMENDATION,SCN_MEMBER_GROWTH,success,10988,3707,1011,2,1.249,0.788,N
RUN0000251,2026-06-24 07:56:00,TASK_CONTENT_GENERATION,SCN_VIP_CLIENTELING,success,9304,820,1330,15,0.0419,0.755,N
RUN0000252,2026-06-27 09:12:00,TASK_CONTENT_GENERATION,SCN_DORMANT_REACTIVATION,needs_approval,10937,4346,501,16,1.384,0.376,Y
RUN0000253,2026-06-09 12:11:00,ORCH_REPLENISHMENT_NBA,SCN_DORMANT_REACTIVATION,policy_blocked,5132,685,766,4,0.2532,0.454,N
RUN0000254,2026-06-19 05:47:00,TASK_CONSENT_POLICY_CHECK,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,2044,3852,1408,3,0.1872,0.433,Y
RUN0000255,2026-06-14 08:59:00,TASK_CONTENT_GENERATION,SCN_REPLENISHMENT_NBA,success,2081,3581,884,4,0.2852,0.745,N
RUN0000256,2026-06-20 06:14:00,TASK_AUDIENCE_DISCOVERY,SCN_DORMANT_REACTIVATION,failed,13700,2331,389,4,0.9073,0.688,N
RUN0000257,2026-06-03 15:58:00,TASK_PRODUCT_RECOMMENDATION,SCN_NEW_CUSTOMER_ONBOARDING,success,6499,1315,227,2,1.0345,0.73,N
RUN0000258,2026-06-19 22:05:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_SERVICE_RECOVERY,success,3676,3250,423,17,0.3576,0.875,N
RUN0000259,2026-06-11 12:03:00,ORCH_VIP_CLIENTELING,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,1203,1780,670,12,1.6839,0.589,Y
