transaction_id,customer_id,transaction_date,channel,store_id,total_amount,discount_amount,payment_method,order_status,campaign_id
TXN000288,CUST00067,2026-01-04,Douyin,ST011,1011.7,0.0,WeChatPay,Completed,
TXN000289,CUST00067,2026-01-29,MiniProgram,ST006,947.34,0.0,StoreValueCard,Completed,
TXN000290,CUST00067,2026-02-23,Tmall,ST008,1542.68,0.0,WeChatPay,Completed,
TXN000291,CUST00067,2026-02-26,POS,ST011,1728.22,0.0,StoreValueCard,Completed,
TXN000292,CUST00067,2026-03-02,POS,ST011,2539.95,34.85,WeChatPay,Completed,
TXN000293,CUST00067,2026-03-08,App,ST010,1902.0,121.4,Alipay,Completed,
TXN000294,CUST00067,2026-03-11,App,ST012,864.11,0.0,Alipay,Completed,
TXN000295,CUST00067,2026-03-12,App,ST008,1226.67,167.27,Cash,Completed,
TXN000296,CUST00067,2026-03-22,POS,ST011,895.9,0.0,StoreValueCard,Completed,CMP005
TXN000297,CUST00067,2026-04-07,App,ST001,694.21,77.13,Cash,Completed,
TXN000298,CUST00067,2026-04-27,MiniProgram,ST005,682.27,0.0,StoreValueCard,Returned,CMP004
TXN000299,CUST00067,2026-04-28,Tmall,ST007,601.24,0.0,StoreValueCard,Completed,CMP002
TXN000300,CUST00067,2026-05-07,POS,ST011,2536.18,110.03,CreditCard,Completed,
TXN000301,CUST00067,2026-05-14,POS,ST011,434.66,22.88,WeChatPay,Completed,CMP004
TXN000302,CUST00067,2026-05-17,App,ST006,2271.85,179.33,CreditCard,Completed,
TXN000303,CUST00067,2026-05-18,App,ST012,864.11,0.0,StoreValueCard,Completed,
TXN000304,CUST00068,2024-11-25,MiniProgram,ST008,1485.51,27.35,Alipay,Completed,
TXN000305,CUST00068,2024-12-03,Tmall,ST003,1099.92,95.64,WeChatPay,Completed,
TXN000306,CUST00068,2026-05-17,Douyin,ST003,2639.68,207.22,Alipay,Completed,
TXN000307,CUST00069,2025-10-15,Tmall,ST007,822.74,43.3,StoreValueCard,Completed,
TXN000308,CUST00069,2025-10-23,Tmall,ST001,839.56,0.0,CreditCard,Completed,
TXN000309,CUST00069,2025-11-29,WeChatStore,ST001,481.98,41.91,StoreValueCard,Completed,
TXN000310,CUST00069,2026-03-05,POS,ST001,734.93,57.18,Cash,Completed,
TXN000311,CUST00069,2026-03-18,App,ST002,1929.36,125.68,CreditCard,Completed,
TXN000312,CUST00069,2026-03-25,MiniProgram,ST012,893.56,0.0,Cash,Returned,
TXN000313,CUST00069,2026-05-10,App,ST005,1042.77,37.75,Cash,Completed,CMP003
TXN000314,CUST00070,2025-07-28,Tmall,ST008,1955.93,94.73,StoreValueCard,Completed,
TXN000315,CUST00070,2025-08-22,App,ST007,1971.93,0.0,Alipay,Completed,
TXN000316,CUST00070,2025-09-23,MiniProgram,ST007,1011.51,0.0,CreditCard,Completed,CMP002
TXN000317,CUST00070,2026-02-28,App,ST010,1689.11,30.09,Cash,Completed,
TXN000318,CUST00070,2026-06-06,Tmall,ST009,360.62,0.0,Cash,Completed,
TXN000319,CUST00071,2025-03-12,Douyin,ST002,2249.87,231.0,WeChatPay,Completed,
TXN000320,CUST00071,2025-07-30,WeChatStore,ST005,2766.62,0.0,Cash,Completed,
TXN000321,CUST00071,2026-05-09,App,ST008,342.59,18.03,Alipay,Completed,CMP004
TXN000322,CUST00072,2025-12-12,Douyin,ST006,2178.11,263.61,Cash,Completed,CMP004
TXN000323,CUST00072,2026-01-30,WeChatStore,ST002,80.35,0.0,WeChatPay,Completed,
TXN000324,CUST00072,2026-02-21,App,ST006,771.34,0.0,StoreValueCard,Completed,
TXN000325,CUST00072,2026-02-26,App,ST003,1835.93,71.67,CreditCard,Completed,
TXN000326,CUST00072,2026-03-31,Tmall,ST004,965.82,0.0,WeChatPay,PartiallyReturned,
TXN000327,CUST00072,2026-04-02,WeChatStore,ST007,1168.97,0.0,StoreValueCard,Completed,
TXN000328,CUST00072,2026-04-09,Tmall,ST004,470.7,0.0,Alipay,Completed,CMP004
TXN000329,CUST00073,2026-01-05,Douyin,ST003,805.24,142.1,StoreValueCard,Completed,
TXN000330,CUST00073,2026-02-04,WeChatStore,ST005,359.94,0.0,StoreValueCard,Completed,
TXN000331,CUST00073,2026-05-06,POS,ST003,489.41,23.76,StoreValueCard,Completed,
TXN000332,CUST00073,2026-06-10,Tmall,ST008,2838.78,101.15,Cash,Completed,CMP001
TXN000333,CUST00074,2026-05-02,MiniProgram,ST007,1202.48,0.0,WeChatPay,PartiallyReturned,CMP001
TXN000334,CUST00075,2026-03-31,MiniProgram,ST002,606.03,0.0,WeChatPay,Completed,
TXN000335,CUST00075,2026-04-19,WeChatStore,ST002,496.96,0.0,Alipay,Completed,
TXN000336,CUST00075,2026-05-21,App,ST003,331.14,28.8,Alipay,PartiallyReturned,
TXN000337,CUST00075,2026-05-25,Tmall,ST012,890.13,121.38,Alipay,Completed,
TXN000338,CUST00075,2026-05-25,App,ST002,449.65,0.0,Alipay,Completed,
TXN000339,CUST00075,2026-05-29,Douyin,ST008,610.66,0.0,StoreValueCard,Completed,
TXN000340,CUST00075,2026-06-26,Douyin,ST007,417.22,32.43,WeChatPay,Completed,
TXN000341,CUST00076,2026-04-18,WeChatStore,ST010,1244.62,0.0,Cash,Completed,
TXN000342,CUST00076,2026-04-18,WeChatStore,ST003,1164.01,80.92,CreditCard,Completed,
TXN000343,CUST00076,2026-05-01,Douyin,ST012,2362.68,147.38,Cash,Completed,CMP004
TXN000344,CUST00076,2026-05-17,POS,ST010,1855.9,160.8,CreditCard,Completed,
TXN000345,CUST00077,2026-05-21,App,ST001,947.34,0.0,Cash,Completed,
TXN000346,CUST00077,2026-06-17,MiniProgram,ST006,359.94,0.0,StoreValueCard,PartiallyReturned,
TXN000347,CUST00078,2025-12-09,POS,ST001,1217.31,0.0,Cash,Completed,
TXN000348,CUST00078,2025-12-14,POS,ST001,1555.7,75.77,Cash,Completed,
TXN000349,CUST00078,2026-01-17,POS,ST001,709.63,61.71,Cash,PartiallyReturned,
TXN000350,CUST00078,2026-02-21,WeChatStore,ST003,323.39,28.12,Alipay,Completed,
TXN000351,CUST00078,2026-03-08,App,ST010,2892.86,289.75,StoreValueCard,Completed,
TXN000352,CUST00078,2026-03-15,POS,ST001,1406.99,151.76,CreditCard,Completed,
TXN000353,CUST00078,2026-03-20,Douyin,ST007,440.6,0.0,WeChatPay,Returned,
TXN000354,CUST00078,2026-04-14,MiniProgram,ST002,2318.83,221.17,CreditCard,Completed,
TXN000355,CUST00078,2026-04-24,WeChatStore,ST004,655.64,115.7,WeChatPay,Completed,CMP001
TXN000356,CUST00078,2026-05-20,App,ST006,1393.94,0.0,WeChatPay,PartiallyReturned,
TXN000357,CUST00078,2026-05-21,Tmall,ST010,1518.15,0.0,StoreValueCard,Completed,CMP001
TXN000358,CUST00078,2026-06-03,WeChatStore,ST007,1820.72,202.3,Cash,Completed,CMP002
TXN000359,CUST00078,2026-06-09,Tmall,ST012,684.34,0.0,StoreValueCard,Completed,
TXN000360,CUST00078,2026-06-16,Douyin,ST009,597.78,0.0,Cash,Completed,
TXN000361,CUST00079,2026-01-05,MiniProgram,ST001,2001.73,117.15,Cash,Completed,
TXN000362,CUST00079,2026-01-31,POS,ST005,2144.0,0.0,StoreValueCard,Completed,
TXN000363,CUST00079,2026-02-15,Douyin,ST003,930.59,80.92,Alipay,Completed,
TXN000364,CUST00079,2026-03-02,Douyin,ST007,263.54,0.0,Alipay,Completed,
TXN000365,CUST00079,2026-03-07,Douyin,ST002,2343.08,0.0,Cash,Completed,
TXN000366,CUST00079,2026-03-17,Tmall,ST008,359.94,0.0,WeChatPay,Completed,
TXN000367,CUST00079,2026-04-15,Douyin,ST004,221.75,11.67,Alipay,Completed,
TXN000368,CUST00079,2026-04-24,Tmall,ST011,944.7,0.0,CreditCard,Completed,CMP004
TXN000369,CUST00079,2026-05-15,App,ST010,233.42,0.0,StoreValueCard,Completed,CMP005
TXN000370,CUST00079,2026-05-24,MiniProgram,ST010,1141.76,149.09,CreditCard,Completed,
TXN000371,CUST00079,2026-06-14,Douyin,ST002,685.21,0.0,CreditCard,Completed,CMP004
TXN000372,CUST00079,2026-06-28,App,ST010,1527.98,0.0,StoreValueCard,Completed,
TXN000373,CUST00080,2026-04-24,Tmall,ST003,1807.12,151.73,CreditCard,Returned,
TXN000374,CUST00080,2026-04-25,MiniProgram,ST005,528.28,65.76,WeChatPay,Completed,
TXN000375,CUST00080,2026-05-05,Tmall,ST007,1055.53,0.0,WeChatPay,Completed,
TXN000376,CUST00080,2026-05-08,MiniProgram,ST012,1888.41,99.39,WeChatPay,Completed,
TXN000377,CUST00080,2026-05-13,Tmall,ST010,531.45,0.0,Alipay,Returned,
TXN000378,CUST00080,2026-06-01,MiniProgram,ST005,2023.02,0.0,StoreValueCard,Completed,
TXN000379,CUST00081,2026-02-20,App,ST004,697.51,0.0,Cash,Completed,CMP002
TXN000380,CUST00081,2026-03-10,Douyin,ST001,414.86,0.0,Cash,Completed,
TXN000381,CUST00081,2026-03-23,WeChatStore,ST006,1229.94,119.27,WeChatPay,Completed,CMP004
TXN000382,CUST00081,2026-04-21,Douyin,ST008,3236.47,49.7,WeChatPay,Completed,CMP001
TXN000383,CUST00081,2026-05-14,MiniProgram,ST009,721.24,0.0,StoreValueCard,Completed,CMP004
TXN000384,CUST00081,2026-06-09,MiniProgram,ST009,801.22,0.0,WeChatPay,Completed,
TXN000385,CUST00081,2026-06-22,MiniProgram,ST003,796.73,0.0,StoreValueCard,Completed,
TXN000386,CUST00082,2026-03-13,POS,ST004,601.24,0.0,WeChatPay,Completed,
TXN000387,CUST00082,2026-03-13,MiniProgram,ST002,341.94,18.0,StoreValueCard,Completed,
TXN000388,CUST00082,2026-04-03,WeChatStore,ST007,802.36,109.41,Alipay,Completed,
TXN000389,CUST00082,2026-06-09,WeChatStore,ST006,581.69,102.65,StoreValueCard,Completed,
TXN000390,CUST00083,2025-06-30,Tmall,ST002,1423.51,0.0,StoreValueCard,Completed,CMP001
TXN000391,CUST00083,2026-02-17,App,ST011,2274.54,0.0,Cash,Completed,
TXN000392,CUST00083,2026-02-21,App,ST004,331.77,28.85,Alipay,Completed,CMP002
TXN000393,CUST00083,2026-05-19,App,ST011,897.47,47.24,Alipay,Completed,
TXN000394,CUST00083,2026-05-24,MiniProgram,ST003,3227.15,0.0,CreditCard,Completed,
TXN000395,CUST00084,2026-05-22,App,ST007,369.05,0.0,WeChatPay,Completed,CMP001
TXN000396,CUST00084,2026-05-22,WeChatStore,ST006,1038.38,0.0,StoreValueCard,Completed,
TXN000397,CUST00084,2026-05-22,Douyin,ST001,806.88,110.03,CreditCard,Completed,
TXN000398,CUST00084,2026-05-25,POS,ST007,3253.28,146.71,Alipay,Completed,
TXN000399,CUST00084,2026-05-27,App,ST004,1081.28,0.0,StoreValueCard,Completed,
TXN000400,CUST00084,2026-05-29,WeChatStore,ST009,851.11,44.8,CreditCard,PartiallyReturned,
TXN000401,CUST00084,2026-06-07,Tmall,ST010,682.27,0.0,Cash,Completed,
TXN000402,CUST00084,2026-06-07,MiniProgram,ST009,1455.68,0.0,StoreValueCard,Completed,
TXN000403,CUST00084,2026-06-07,WeChatStore,ST010,1354.05,66.81,StoreValueCard,Completed,CMP002
TXN000404,CUST00084,2026-06-16,App,ST003,3622.78,137.54,Alipay,Completed,
TXN000405,CUST00084,2026-06-16,App,ST001,2874.87,0.0,WeChatPay,Completed,
TXN000406,CUST00084,2026-06-18,App,ST011,1188.17,106.58,CreditCard,Completed,
TXN000407,CUST00085,2024-09-11,MiniProgram,ST004,1072.0,0.0,Alipay,Completed,CMP003
TXN000408,CUST00085,2025-07-12,App,ST006,2647.27,265.88,Alipay,PartiallyReturned,
TXN000409,CUST00086,2026-04-19,App,ST007,2593.96,115.7,Alipay,Completed,
TXN000410,CUST00086,2026-04-24,MiniProgram,ST005,1519.89,82.23,Alipay,Completed,CMP006
TXN000411,CUST00086,2026-05-12,MiniProgram,ST005,814.01,0.0,StoreValueCard,Completed,
TXN000412,CUST00086,2026-06-13,POS,ST001,516.08,0.0,StoreValueCard,Completed,
TXN000413,CUST00087,2025-05-06,Douyin,ST006,2090.33,0.0,Alipay,Completed,
TXN000414,CUST00087,2025-06-29,MiniProgram,ST010,922.05,125.73,WeChatPay,Completed,
TXN000415,CUST00087,2026-06-07,MiniProgram,ST003,80.42,14.19,StoreValueCard,Completed,
TXN000416,CUST00088,2025-11-14,Tmall,ST009,457.54,0.0,WeChatPay,Completed,
TXN000417,CUST00089,2025-10-19,App,ST005,724.36,0.0,Cash,Completed,
TXN000418,CUST00089,2025-12-28,POS,ST001,739.89,0.0,StoreValueCard,Completed,
TXN000419,CUST00089,2026-05-30,Douyin,ST008,703.88,35.25,CreditCard,Completed,
TXN000420,CUST00090,2025-08-18,MiniProgram,ST006,869.24,96.58,Alipay,Completed,
TXN000421,CUST00090,2025-08-30,POS,ST007,396.18,69.91,WeChatPay,Completed,
TXN000422,CUST00090,2025-11-30,POS,ST007,866.18,45.59,CreditCard,Completed,
TXN000423,CUST00090,2026-01-12,Tmall,ST004,895.9,0.0,StoreValueCard,Completed,
TXN000424,CUST00090,2026-04-27,App,ST006,1001.83,87.12,Cash,PartiallyReturned,CMP006
TXN000425,CUST00090,2026-05-21,WeChatStore,ST001,3261.17,173.38,CreditCard,Completed,CMP003
TXN000426,CUST00091,2025-05-11,WeChatStore,ST005,684.34,0.0,WeChatPay,Completed,
TXN000427,CUST00091,2025-10-20,POS,ST009,961.12,50.59,Cash,Completed,
TXN000428,CUST00091,2026-04-01,POS,ST009,1294.75,0.0,CreditCard,Completed,
TXN000429,CUST00091,2026-05-12,Tmall,ST001,678.78,92.56,Alipay,Completed,
TXN000430,CUST00091,2026-05-17,MiniProgram,ST009,1835.06,96.58,Cash,Completed,
TXN000431,CUST00091,2026-06-09,WeChatStore,ST006,1794.05,151.34,CreditCard,Completed,
TXN000432,CUST00092,2026-05-04,WeChatStore,ST007,1633.55,77.13,Alipay,Completed,
TXN000433,CUST00092,2026-05-08,Tmall,ST010,911.77,0.0,CreditCard,Completed,
TXN000434,CUST00092,2026-05-09,MiniProgram,ST007,852.42,94.71,Alipay,PartiallyReturned,
TXN000435,CUST00092,2026-05-17,MiniProgram,ST011,1850.15,0.0,WeChatPay,Completed,CMP006
TXN000436,CUST00092,2026-05-19,Douyin,ST009,894.72,0.0,CreditCard,Completed,
TXN000437,CUST00092,2026-05-20,Douyin,ST004,1461.89,0.0,Cash,Completed,
TXN000438,CUST00092,2026-05-26,POS,ST010,987.0,0.0,WeChatPay,Completed,
TXN000439,CUST00092,2026-05-27,Tmall,ST002,1198.3,0.0,StoreValueCard,Completed,
TXN000440,CUST00092,2026-05-30,Douyin,ST002,2177.9,0.0,WeChatPay,Completed,
TXN000441,CUST00092,2026-06-05,MiniProgram,ST005,475.98,84.0,Cash,Completed,
TXN000442,CUST00092,2026-06-10,App,ST003,965.82,0.0,WeChatPay,Completed,
TXN000443,CUST00092,2026-06-13,MiniProgram,ST006,993.9,0.0,WeChatPay,Completed,
TXN000444,CUST00093,2025-12-08,Douyin,ST007,2023.02,0.0,StoreValueCard,Completed,CMP003
TXN000445,CUST00093,2026-01-03,Douyin,ST002,341.94,18.0,StoreValueCard,Completed,
TXN000446,CUST00093,2026-01-14,Tmall,ST002,593.36,0.0,WeChatPay,Completed,
TXN000447,CUST00093,2026-03-03,App,ST002,1014.26,43.19,CreditCard,Completed,
TXN000448,CUST00093,2026-04-11,Tmall,ST002,512.03,35.63,CreditCard,Completed,
TXN000449,CUST00093,2026-05-31,Tmall,ST007,1058.13,0.0,Cash,Completed,
TXN000450,CUST00094,2026-05-05,MiniProgram,ST010,947.34,0.0,CreditCard,Completed,
TXN000451,CUST00094,2026-06-10,Douyin,ST010,843.89,14.85,StoreValueCard,Returned,
TXN000452,CUST00095,2026-03-11,Tmall,ST005,682.27,0.0,StoreValueCard,Completed,
TXN000453,CUST00095,2026-03-17,POS,ST012,2729.66,159.33,Alipay,Completed,
TXN000454,CUST00095,2026-03-20,Tmall,ST008,1491.95,69.13,CreditCard,Completed,
TXN000455,CUST00095,2026-03-23,WeChatStore,ST012,1931.64,0.0,WeChatPay,Completed,
TXN000456,CUST00095,2026-03-24,POS,ST012,2455.75,329.06,Alipay,Completed,CMP001
TXN000457,CUST00095,2026-03-31,Douyin,ST005,1708.67,0.0,CreditCard,Completed,
TXN000458,CUST00095,2026-04-05,Douyin,ST001,1596.02,86.5,StoreValueCard,Completed,
TXN000459,CUST00095,2026-04-13,MiniProgram,ST001,825.22,91.69,CreditCard,Completed,
TXN000460,CUST00095,2026-04-20,App,ST007,682.27,0.0,Alipay,Completed,
TXN000461,CUST00095,2026-04-28,Douyin,ST010,3065.63,136.87,Alipay,Completed,
TXN000462,CUST00095,2026-05-24,Douyin,ST001,965.82,0.0,StoreValueCard,Completed,
TXN000463,CUST00095,2026-05-24,POS,ST012,864.11,0.0,StoreValueCard,Completed,
TXN000464,CUST00095,2026-05-29,Douyin,ST012,1404.66,110.03,StoreValueCard,Completed,
TXN000465,CUST00095,2026-05-30,Douyin,ST010,682.27,0.0,WeChatPay,Completed,
TXN000466,CUST00096,2025-08-19,POS,ST005,610.9,53.12,Cash,Completed,
TXN000467,CUST00096,2025-09-02,MiniProgram,ST010,654.14,69.38,WeChatPay,Completed,
TXN000468,CUST00096,2025-10-01,MiniProgram,ST002,339.53,29.52,Alipay,Completed,
TXN000469,CUST00096,2025-12-24,POS,ST005,262.71,35.82,Cash,Completed,
TXN000470,CUST00096,2026-03-07,WeChatStore,ST010,1032.16,0.0,StoreValueCard,Completed,
TXN000471,CUST00097,2026-05-20,MiniProgram,ST005,1047.78,0.0,WeChatPay,Completed,
TXN000472,CUST00097,2026-06-01,Tmall,ST007,1288.7,30.2,Cash,Completed,
TXN000473,CUST00097,2026-06-07,Tmall,ST012,590.7,39.84,StoreValueCard,Completed,
TXN000474,CUST00098,2026-02-27,Tmall,ST008,3101.13,293.34,CreditCard,Completed,
TXN000475,CUST00098,2026-02-28,MiniProgram,ST006,697.51,0.0,WeChatPay,Completed,
TXN000476,CUST00098,2026-04-23,Douyin,ST010,216.23,0.0,Cash,Completed,
TXN000477,CUST00098,2026-06-30,Douyin,ST009,650.12,34.22,Cash,Completed,CMP005
TXN000478,CUST00099,2025-11-08,WeChatStore,ST008,565.53,66.4,StoreValueCard,Completed,
TXN000479,CUST00099,2026-01-03,App,ST002,94.61,0.0,Alipay,Completed,
TXN000480,CUST00099,2026-01-15,POS,ST006,561.8,0.0,StoreValueCard,Completed,
TXN000481,CUST00099,2026-02-04,Tmall,ST010,597.78,0.0,Alipay,Completed,
TXN000482,CUST00099,2026-02-24,WeChatStore,ST002,80.35,0.0,CreditCard,Completed,
TXN000483,CUST00099,2026-06-10,MiniProgram,ST001,2167.53,0.0,WeChatPay,Completed,
TXN000484,CUST00100,2025-11-27,POS,ST002,324.56,36.06,StoreValueCard,Completed,
TXN000485,CUST00100,2026-02-03,POS,ST002,1052.43,55.39,StoreValueCard,Completed,
TXN000486,CUST00100,2026-05-25,Douyin,ST009,603.24,67.03,Alipay,Completed,
TXN000487,CUST00101,2025-05-15,Tmall,ST001,1061.05,149.09,Alipay,Completed,
TXN000488,CUST00101,2025-09-12,WeChatStore,ST008,665.11,64.29,WeChatPay,Returned,
TXN000489,CUST00101,2025-09-30,POS,ST005,1831.3,79.51,WeChatPay,Completed,
TXN000490,CUST00101,2026-06-25,Douyin,ST006,149.33,7.57,CreditCard,Completed,CMP003
TXN000491,CUST00102,2023-11-12,WeChatStore,ST004,529.09,72.15,CreditCard,Completed,
TXN000492,CUST00102,2024-07-16,App,ST005,696.97,0.0,CreditCard,Completed,
TXN000493,CUST00102,2024-10-17,App,ST010,323.95,35.99,Alipay,Completed,
TXN000494,CUST00102,2026-03-01,MiniProgram,ST007,682.27,0.0,StoreValueCard,Completed,
TXN000495,CUST00102,2026-03-11,POS,ST002,2974.21,0.0,Cash,Completed,
TXN000496,CUST00103,2025-08-15,POS,ST009,670.27,0.0,StoreValueCard,Completed,
TXN000497,CUST00103,2025-09-07,WeChatStore,ST004,911.77,0.0,StoreValueCard,Completed,
TXN000498,CUST00103,2025-12-12,MiniProgram,ST001,682.27,0.0,StoreValueCard,Completed,
TXN000499,CUST00103,2025-12-30,WeChatStore,ST003,1301.41,0.0,CreditCard,Completed,
TXN000500,CUST00103,2026-02-13,MiniProgram,ST001,3202.5,0.0,WeChatPay,Completed,
TXN000501,CUST00103,2026-03-07,Tmall,ST003,1081.28,0.0,StoreValueCard,Completed,
TXN000502,CUST00103,2026-05-18,Tmall,ST005,947.13,0.0,Alipay,Completed,
TXN000503,CUST00104,2026-03-29,POS,ST003,88.64,0.0,Alipay,Completed,CMP003
TXN000504,CUST00104,2026-04-02,POS,ST003,83.36,0.0,CreditCard,Completed,
TXN000505,CUST00104,2026-04-03,Tmall,ST002,531.45,0.0,Cash,Completed,
TXN000506,CUST00104,2026-04-09,POS,ST003,693.45,72.56,WeChatPay,Completed,
TXN000507,CUST00104,2026-04-13,POS,ST003,559.98,0.0,Cash,PartiallyReturned,
TXN000508,CUST00104,2026-05-15,WeChatStore,ST010,360.62,0.0,CreditCard,Completed,
TXN000509,CUST00104,2026-06-02,MiniProgram,ST012,84.21,4.43,Alipay,Completed,
TXN000510,CUST00105,2026-05-06,MiniProgram,ST007,1081.28,0.0,Cash,PartiallyReturned,CMP001
TXN000511,CUST00105,2026-05-06,WeChatStore,ST012,2623.96,0.0,WeChatPay,Completed,
TXN000512,CUST00105,2026-05-10,MiniProgram,ST006,986.04,0.0,Cash,Completed,CMP001
TXN000513,CUST00105,2026-05-12,MiniProgram,ST007,1081.28,0.0,CreditCard,Completed,
TXN000514,CUST00105,2026-05-18,Tmall,ST001,2457.63,0.0,CreditCard,Completed,
TXN000515,CUST00105,2026-05-31,POS,ST005,198.41,35.01,StoreValueCard,Completed,
TXN000516,CUST00106,2026-06-07,MiniProgram,ST009,3318.44,159.48,Cash,Completed,
TXN000517,CUST00106,2026-06-08,App,ST010,80.35,0.0,StoreValueCard,Completed,CMP006
TXN000518,CUST00106,2026-06-08,POS,ST006,937.82,165.5,Alipay,Completed,
TXN000519,CUST00106,2026-06-11,MiniProgram,ST008,233.42,0.0,Alipay,Completed,
TXN000520,CUST00106,2026-06-13,Tmall,ST011,697.51,0.0,WeChatPay,Completed,
TXN000521,CUST00106,2026-06-13,Tmall,ST003,3344.37,150.62,Cash,PartiallyReturned,
TXN000522,CUST00106,2026-06-14,WeChatStore,ST005,351.51,0.0,WeChatPay,Completed,
TXN000523,CUST00107,2025-12-27,MiniProgram,ST012,2091.52,80.92,StoreValueCard,Completed,
TXN000524,CUST00107,2026-01-20,Tmall,ST010,947.34,0.0,Cash,Completed,CMP003
TXN000525,CUST00107,2026-01-22,App,ST011,341.94,18.0,CreditCard,Completed,
TXN000526,CUST00107,2026-02-11,WeChatStore,ST003,913.74,0.0,Cash,Completed,
TXN000527,CUST00107,2026-02-13,WeChatStore,ST005,198.93,17.3,StoreValueCard,Completed,
TXN000528,CUST00107,2026-02-17,MiniProgram,ST012,1128.0,0.0,CreditCard,Completed,
TXN000529,CUST00107,2026-02-22,Douyin,ST011,621.24,0.0,CreditCard,Completed,
TXN000530,CUST00107,2026-03-01,WeChatStore,ST003,2215.64,0.0,Alipay,Completed,
TXN000531,CUST00107,2026-03-08,POS,ST009,296.94,0.0,Cash,Completed,
TXN000532,CUST00107,2026-04-01,WeChatStore,ST005,296.94,0.0,Alipay,Completed,
TXN000533,CUST00107,2026-04-04,Douyin,ST001,2343.08,0.0,CreditCard,Completed,
TXN000534,CUST00107,2026-04-12,Douyin,ST009,355.31,0.0,Cash,Completed,
TXN000535,CUST00107,2026-04-13,MiniProgram,ST009,1192.83,17.3,CreditCard,Completed,
TXN000536,CUST00107,2026-04-16,Tmall,ST009,359.94,0.0,CreditCard,Completed,
TXN000537,CUST00107,2026-04-19,WeChatStore,ST012,2103.4,56.97,CreditCard,Completed,CMP002
TXN000538,CUST00107,2026-04-20,POS,ST009,1187.07,121.38,CreditCard,Completed,
TXN000539,CUST00107,2026-05-02,Douyin,ST004,355.31,0.0,StoreValueCard,Returned,
TXN000540,CUST00107,2026-05-13,Douyin,ST002,3137.9,0.0,Alipay,Completed,
TXN000541,CUST00108,2026-04-03,App,ST007,960.93,50.58,StoreValueCard,Returned,
TXN000542,CUST00108,2026-04-05,Douyin,ST012,1324.74,107.2,WeChatPay,Completed,
TXN000543,CUST00108,2026-04-06,MiniProgram,ST005,1508.23,109.35,Cash,Completed,
TXN000544,CUST00108,2026-04-10,Douyin,ST001,1542.05,151.73,WeChatPay,Completed,
TXN000545,CUST00108,2026-04-13,MiniProgram,ST008,595.47,0.0,Cash,Completed,
TXN000546,CUST00108,2026-04-15,WeChatStore,ST005,484.0,0.0,WeChatPay,Completed,
TXN000547,CUST00108,2026-04-16,WeChatStore,ST007,263.54,0.0,StoreValueCard,Completed,
TXN000548,CUST00108,2026-04-18,App,ST011,190.28,25.95,CreditCard,Completed,
TXN000549,CUST00108,2026-04-19,Tmall,ST005,1949.76,265.88,CreditCard,Completed,
TXN000550,CUST00108,2026-04-24,Tmall,ST005,1987.8,0.0,Alipay,Completed,
TXN000551,CUST00108,2026-04-27,WeChatStore,ST008,216.23,0.0,CreditCard,Returned,
TXN000552,CUST00108,2026-05-04,MiniProgram,ST004,639.56,71.06,Cash,Completed,
TXN000553,CUST00108,2026-05-06,POS,ST003,895.9,0.0,Alipay,Completed,
TXN000554,CUST00108,2026-05-11,WeChatStore,ST011,1072.0,0.0,WeChatPay,Completed,
TXN000555,CUST00108,2026-05-11,Tmall,ST001,1958.85,0.0,WeChatPay,Completed,
TXN000556,CUST00109,2025-10-05,App,ST004,597.78,0.0,CreditCard,Returned,
TXN000557,CUST00109,2025-12-03,App,ST009,83.36,0.0,StoreValueCard,Completed,
TXN000558,CUST00109,2026-06-01,Tmall,ST005,916.91,0.0,Cash,Completed,CMP004
TXN000559,CUST00110,2026-02-13,POS,ST008,952.81,44.54,WeChatPay,Completed,
TXN000560,CUST00110,2026-04-01,App,ST011,2865.98,0.0,StoreValueCard,Completed,CMP003
TXN000561,CUST00111,2026-02-24,MiniProgram,ST005,559.98,0.0,WeChatPay,Completed,
TXN000562,CUST00111,2026-02-25,POS,ST009,924.63,28.12,Alipay,Completed,
TXN000563,CUST00111,2026-03-15,WeChatStore,ST009,515.47,35.59,Alipay,Completed,
TXN000564,CUST00111,2026-04-07,WeChatStore,ST001,1318.21,0.0,WeChatPay,Completed,
TXN000565,CUST00111,2026-04-08,POS,ST009,1032.16,0.0,Alipay,Completed,
TXN000566,CUST00111,2026-05-30,App,ST007,1556.09,141.37,Alipay,Completed,
TXN000567,CUST00111,2026-06-04,POS,ST009,546.69,74.55,Alipay,Completed,
TXN000568,CUST00112,2026-06-06,WeChatStore,ST005,965.82,0.0,WeChatPay,Completed,
TXN000569,CUST00112,2026-06-07,Tmall,ST011,273.18,23.76,Cash,Completed,CMP004
TXN000570,CUST00113,2024-08-17,Tmall,ST012,1011.7,0.0,Alipay,Returned,
TXN000571,CUST00113,2026-02-26,WeChatStore,ST012,523.89,0.0,CreditCard,Completed,
TXN000572,CUST00114,2025-04-21,App,ST009,1088.95,0.0,WeChatPay,Completed,
TXN000573,CUST00114,2025-08-30,Tmall,ST006,986.24,85.76,Cash,Completed,CMP002
TXN000574,CUST00114,2025-12-07,POS,ST003,1081.28,0.0,StoreValueCard,Returned,
TXN000575,CUST00115,2025-04-12,POS,ST006,2265.7,0.0,StoreValueCard,Completed,
TXN000576,CUST00115,2026-04-24,MiniProgram,ST012,864.11,0.0,WeChatPay,Completed,
