customer_id,marketing_consent,sms_consent,wechat_consent,email_consent,consent_source,updated_at
CUST00395,Y,Y,Y,Y,MiniProgram,2025-11-21 16:00:00
CUST00396,Y,Y,Y,N,POS,2026-01-17 11:00:00
CUST00397,Y,Y,Y,N,CRM Import,2025-08-15 17:00:00
CUST00398,Y,N,Y,N,WeChat,2026-03-30 20:00:00
CUST00399,Y,N,Y,Y,MiniProgram,2026-05-20 21:00:00
CUST00400,Y,Y,Y,N,POS,2025-07-17 12:00:00
CUST00401,Y,N,N,Y,MiniProgram,2026-03-26 15:00:00
CUST00402,N,Y,Y,Y,POS,2026-06-22 13:00:00
CUST00403,Y,N,Y,N,WeChat,2025-12-02 09:00:00
CUST00404,Y,N,Y,N,MiniProgram,2025-11-28 11:00:00
CUST00405,Y,Y,Y,N,MiniProgram,2025-07-07 21:00:00
CUST00406,Y,Y,N,N,MiniProgram,2026-05-28 12:00:00
CUST00407,Y,N,Y,N,WeChat,2026-04-06 17:00:00
CUST00408,Y,N,Y,Y,POS,2026-02-15 09:00:00
CUST00409,Y,Y,Y,Y,POS,2026-01-25 19:00:00
CUST00410,Y,Y,Y,N,CRM Import,2026-02-01 19:00:00
CUST00411,Y,Y,Y,N,POS,2026-03-10 21:00:00
CUST00412,Y,Y,Y,Y,POS,2025-07-30 17:00:00
CUST00413,Y,N,Y,N,WeChat,2025-12-28 18:00:00
CUST00414,Y,Y,Y,N,MiniProgram,2025-08-21 19:00:00
CUST00415,Y,Y,Y,N,WeChat,2026-04-17 18:00:00
CUST00416,Y,Y,N,N,MiniProgram,2025-11-25 12:00:00
CUST00417,Y,Y,Y,N,MiniProgram,2025-11-06 13:00:00
CUST00418,Y,Y,Y,N,MiniProgram,2026-01-05 14:00:00
CUST00419,Y,N,Y,Y,WeChat,2026-02-15 14:00:00
CUST00420,Y,N,Y,Y,MiniProgram,2026-05-16 14:00:00
