event_id,customer_id,event_timestamp,event_type,channel,product_id,session_id,value
EVT0000600,CUST00080,2026-04-24 13:17:00,add_to_cart,MiniProgram,PRD0030,ffb2ffb7a6d825,0.175
EVT0000601,CUST00080,2026-06-14 16:10:00,store_visit,Tmall,PRD0032,9f415d5b6b59d0,0.506
EVT0000602,CUST00080,2026-02-21 09:00:00,search,App,PRD0019,4cf674ed23deb9,0.555
EVT0000603,CUST00080,2026-04-29 09:10:00,search,POS,PRD0031,ccdf7b6ade4052,0.123
EVT0000604,CUST00080,2026-02-04 14:39:00,page_view,App,PRD0032,8494e4889f8413,0.144
EVT0000605,CUST00080,2026-06-25 09:45:00,wishlist_add,Tmall,PRD0025,b1267368c74cfe,0.74
EVT0000606,CUST00080,2026-01-12 14:01:00,page_view,MiniProgram,PRD0031,51a01963875a3c,0.803
EVT0000607,CUST00080,2026-02-21 22:01:00,search,Tmall,PRD0021,373884ef2af64f,0.777
EVT0000608,CUST00080,2026-06-28 09:40:00,search,Douyin,PRD0029,276a8000a4bf1e,0.966
EVT0000609,CUST00080,2026-04-21 16:49:00,product_view,POS,PRD0031,29d3653604e5d9,0.629
EVT0000610,CUST00080,2026-05-08 08:24:00,page_view,Tmall,PRD0033,d21778dd892a82,0.594
EVT0000611,CUST00081,2026-01-23 20:11:00,page_view,WeChat,PRD0024,6f41764131c738,0.792
EVT0000612,CUST00081,2026-01-21 21:01:00,page_view,App,PRD0025,7c22c672baf098,0.21
EVT0000613,CUST00081,2026-01-11 22:53:00,add_to_cart,App,PRD0025,eeacd1968ac11d,0.323
EVT0000614,CUST00081,2026-06-04 21:05:00,store_visit,MiniProgram,PRD0022,368da6c50fe722,0.646
EVT0000615,CUST00081,2026-05-01 12:33:00,coupon_click,App,PRD0019,3b245bca745755,0.424
EVT0000616,CUST00081,2026-03-15 15:48:00,page_view,MiniProgram,PRD0021,871852fa18d801,0.17
EVT0000617,CUST00082,2026-05-08 22:33:00,page_view,Tmall,PRD0005,5ac8d9681c91e8,0.238
EVT0000618,CUST00082,2026-04-26 09:17:00,add_to_cart,MiniProgram,PRD0005,eefbfee27af168,0.542
EVT0000619,CUST00082,2026-03-28 18:41:00,store_visit,WeChat,PRD0005,37f9e10f9ce2a3,0.813
EVT0000620,CUST00082,2026-02-18 12:44:00,add_to_cart,App,PRD0002,29a6fa3e90b50f,0.929
EVT0000621,CUST00082,2026-03-12 15:38:00,search,Tmall,PRD0012,8c71b1f2870684,0.672
EVT0000622,CUST00082,2026-05-03 09:19:00,search,WeChat,PRD0003,808a4dd105f190,0.129
EVT0000623,CUST00083,2026-02-16 21:07:00,coupon_click,Douyin,PRD0034,9f0a1d5b49501f,0.172
EVT0000624,CUST00083,2026-04-26 22:28:00,page_view,App,PRD0032,7550f1463d0bf2,0.104
EVT0000625,CUST00083,2026-04-25 18:22:00,search,MiniProgram,PRD0027,735e338ca5e396,0.324
EVT0000626,CUST00084,2026-04-21 19:30:00,page_view,MiniProgram,PRD0013,edff591c82b75c,0.93
EVT0000627,CUST00084,2026-06-11 20:38:00,page_view,WeChat,PRD0016,f782825c7f1b91,0.266
EVT0000628,CUST00084,2026-05-09 09:36:00,product_view,Tmall,PRD0015,260bd044229013,0.231
EVT0000629,CUST00084,2026-04-17 19:47:00,product_view,Douyin,PRD0010,39e9bef5f0c83c,0.204
EVT0000630,CUST00084,2026-03-17 10:56:00,add_to_cart,App,PRD0009,9fd5fec6cfb259,0.861
EVT0000631,CUST00084,2026-04-13 15:45:00,page_view,App,PRD0009,7c000636fe010e,0.35
EVT0000632,CUST00084,2026-02-07 20:33:00,store_visit,Tmall,PRD0011,8f1fedeb39658a,0.359
EVT0000633,CUST00084,2026-02-17 17:33:00,page_view,POS,PRD0010,e922a2c15017d4,0.157
EVT0000634,CUST00084,2026-03-27 19:11:00,page_view,POS,PRD0008,77ac00c817b38e,0.963
EVT0000635,CUST00085,2026-04-16 16:09:00,store_visit,Douyin,PRD0020,d4bcb255205f27,0.961
EVT0000636,CUST00085,2025-10-04 12:17:00,page_view,WeChat,PRD0020,e8fa40544e6b69,0.509
EVT0000637,CUST00085,2025-09-20 20:43:00,search,Tmall,PRD0035,1d09a9aab67eb5,0.414
EVT0000638,CUST00086,2026-02-02 20:17:00,product_view,WeChat,PRD0002,5c1c69745759a0,0.525
EVT0000639,CUST00086,2026-03-16 17:56:00,store_visit,MiniProgram,PRD0009,4f3b749248eebf,0.493
EVT0000640,CUST00086,2026-04-01 21:53:00,search,Tmall,PRD0013,1886c11d936a6d,0.412
EVT0000641,CUST00087,2026-06-17 20:18:00,product_view,App,PRD0070,bce7ee74c71dad,0.192
EVT0000642,CUST00087,2026-03-01 12:02:00,page_view,App,PRD0071,2cb8a762b87773,0.365
EVT0000643,CUST00087,2026-04-27 10:13:00,store_visit,WeChat,PRD0056,4686b2375486b3,0.394
EVT0000644,CUST00087,2026-04-26 09:10:00,page_view,Tmall,PRD0067,bda8db0c07b6fc,0.263
EVT0000645,CUST00088,2026-06-23 21:14:00,product_view,Douyin,PRD0046,d5eb68e26b6133,0.317
EVT0000646,CUST00088,2025-11-03 20:00:00,product_view,MiniProgram,PRD0047,28df8529c70355,0.132
EVT0000647,CUST00088,2025-09-05 08:45:00,coupon_click,POS,PRD0053,9f33e4615aaca2,0.478
EVT0000648,CUST00088,2025-07-19 09:48:00,coupon_click,POS,PRD0039,3e7fc7b47bc79e,0.935
EVT0000649,CUST00088,2026-01-19 14:18:00,add_to_cart,Tmall,PRD0052,119c1b6adddba7,0.861
EVT0000650,CUST00089,2026-06-09 19:42:00,page_view,Douyin,PRD0058,b6d7f9984ccfe0,0.668
EVT0000651,CUST00089,2026-04-20 15:59:00,product_view,Tmall,PRD0060,340f6986370111,0.206
EVT0000652,CUST00089,2026-03-22 12:32:00,add_to_cart,Tmall,PRD0059,dc29d5915a6f2b,0.229
EVT0000653,CUST00090,2026-04-10 19:43:00,product_view,MiniProgram,PRD0016,ca80f9705b1712,0.778
EVT0000654,CUST00090,2026-02-21 18:14:00,wishlist_add,MiniProgram,PRD0016,922cb5797bf1dc,0.291
EVT0000655,CUST00090,2026-06-23 12:54:00,product_view,WeChat,PRD0016,cc3a563f02658e,0.806
EVT0000656,CUST00091,2026-01-21 08:33:00,coupon_click,WeChat,PRD0002,60853648bef18d,0.271
EVT0000657,CUST00091,2026-01-08 10:08:00,product_view,POS,PRD0015,92760799597bac,0.188
EVT0000658,CUST00091,2026-01-10 22:10:00,search,Tmall,PRD0006,8d1e1678ad722c,0.663
EVT0000659,CUST00091,2026-04-12 09:14:00,wishlist_add,WeChat,PRD0014,7934e76ff34117,0.255
EVT0000660,CUST00091,2026-06-26 14:28:00,search,POS,PRD0004,76aedcd9897e28,0.894
EVT0000661,CUST00091,2026-06-19 22:27:00,product_view,App,PRD0008,ef1a436e20607a,0.973
EVT0000662,CUST00091,2026-02-03 15:48:00,live_stream_view,Tmall,PRD0015,f9e4ab9e1a0c85,0.559
EVT0000663,CUST00091,2026-03-03 20:38:00,page_view,Tmall,PRD0009,6acacea9a638db,0.9
EVT0000664,CUST00091,2026-06-21 11:28:00,wishlist_add,App,PRD0018,076191253bc020,0.418
EVT0000665,CUST00091,2026-05-07 08:50:00,page_view,POS,PRD0013,93226f39c7f4d8,0.166
EVT0000666,CUST00091,2026-03-05 13:45:00,coupon_click,WeChat,PRD0018,5be47a74861130,0.268
EVT0000667,CUST00091,2026-02-11 10:08:00,wishlist_add,WeChat,PRD0018,1da1c015d85600,0.887
EVT0000668,CUST00091,2026-01-15 13:30:00,wishlist_add,Tmall,PRD0018,a2449f0fcf20a4,0.797
EVT0000669,CUST00092,2026-05-13 13:22:00,coupon_click,POS,PRD0010,a0cb0abad3eff2,0.537
EVT0000670,CUST00092,2026-02-02 08:49:00,product_view,Tmall,PRD0013,44761f42e4ad4b,0.135
EVT0000671,CUST00092,2026-02-02 10:05:00,page_view,App,PRD0010,e72b193cc631d6,0.637
EVT0000672,CUST00092,2026-04-27 21:13:00,page_view,Douyin,PRD0013,74d5ca0f22568c,0.281
EVT0000673,CUST00092,2026-04-18 22:53:00,store_visit,POS,PRD0006,57b99a4e65f1d6,0.443
EVT0000674,CUST00093,2026-04-01 11:55:00,live_stream_view,WeChat,PRD0023,3510f72d730275,0.993
EVT0000675,CUST00093,2026-04-03 22:26:00,add_to_cart,MiniProgram,PRD0026,745dec056abd79,0.155
EVT0000676,CUST00093,2026-04-13 15:10:00,search,POS,PRD0031,996a2f8696cd62,0.974
EVT0000677,CUST00093,2026-06-20 20:44:00,live_stream_view,MiniProgram,PRD0020,873e481f753272,0.965
EVT0000678,CUST00094,2026-04-27 22:43:00,product_view,WeChat,PRD0025,1abdac8b925f0d,0.763
EVT0000679,CUST00094,2026-02-06 10:34:00,search,MiniProgram,PRD0021,ce242fd568c1f7,0.193
EVT0000680,CUST00094,2026-04-03 09:43:00,wishlist_add,MiniProgram,PRD0026,11b06e0855db32,0.929
EVT0000681,CUST00094,2026-06-21 15:19:00,search,MiniProgram,PRD0022,85c3388f4153ca,0.199
EVT0000682,CUST00094,2026-01-11 09:27:00,product_view,POS,PRD0025,605e20b91a9f6b,0.855
EVT0000683,CUST00095,2026-06-08 13:34:00,add_to_cart,Douyin,PRD0008,8a989f67d69f8e,0.747
EVT0000684,CUST00095,2026-03-15 18:05:00,coupon_click,POS,PRD0009,e44226eda76304,0.161
EVT0000685,CUST00095,2026-01-23 15:08:00,live_stream_view,Douyin,PRD0010,2bd413aed006bb,0.159
EVT0000686,CUST00095,2026-07-01 11:28:00,store_visit,WeChat,PRD0013,571aff9f51774f,0.276
EVT0000687,CUST00095,2026-04-02 20:24:00,page_view,App,PRD0008,da7a1150239f20,0.659
EVT0000688,CUST00095,2026-01-14 20:02:00,product_view,App,PRD0003,c8bcfc52398e1e,0.857
EVT0000689,CUST00095,2026-04-08 17:34:00,add_to_cart,Tmall,PRD0010,af75794753c158,0.99
EVT0000690,CUST00095,2026-01-12 21:21:00,search,App,PRD0013,3c6af462206dde,0.163
EVT0000691,CUST00095,2026-02-15 22:01:00,search,Douyin,PRD0014,fcade5ca96abd5,0.947
EVT0000692,CUST00095,2026-05-14 17:35:00,coupon_click,WeChat,PRD0017,f8b136ab46a42e,0.534
EVT0000693,CUST00095,2026-01-06 11:54:00,add_to_cart,Tmall,PRD0006,580bff853c013c,0.523
EVT0000694,CUST00096,2026-06-09 17:18:00,add_to_cart,WeChat,PRD0062,7aac7ed9337957,0.151
EVT0000695,CUST00096,2026-05-17 12:34:00,search,POS,PRD0070,8979fe4417e370,0.199
EVT0000696,CUST00096,2026-07-01 14:00:00,page_view,App,PRD0056,16eb38a743b347,0.989
EVT0000697,CUST00096,2026-03-08 22:10:00,wishlist_add,App,PRD0055,6ec8cd7f3f790f,0.512
EVT0000698,CUST00096,2026-02-20 13:32:00,product_view,App,PRD0070,8dc046fcf4a760,0.728
EVT0000699,CUST00096,2026-05-19 09:51:00,coupon_click,Tmall,PRD0058,12a2ac2d61a1c8,0.977
EVT0000700,CUST00096,2026-04-19 18:38:00,add_to_cart,App,PRD0063,d7917b52abbee8,0.179
EVT0000701,CUST00096,2026-03-10 16:29:00,product_view,MiniProgram,PRD0060,de21afae2d69d8,0.875
EVT0000702,CUST00096,2026-05-10 14:40:00,product_view,Douyin,PRD0064,605548740a1a89,0.67
EVT0000703,CUST00096,2026-06-11 11:24:00,product_view,App,PRD0066,07b93a2d4d7a32,0.515
EVT0000704,CUST00096,2026-06-03 11:35:00,wishlist_add,WeChat,PRD0059,f99235c541c1f7,0.845
EVT0000705,CUST00097,2026-04-30 09:56:00,product_view,MiniProgram,PRD0066,3c4b1eb2b3d8d1,0.632
EVT0000706,CUST00097,2026-01-12 08:12:00,wishlist_add,WeChat,PRD0071,ecd9636021fbad,0.98
EVT0000707,CUST00097,2026-03-23 15:44:00,page_view,POS,PRD0063,14e3e46a687aa0,0.638
EVT0000708,CUST00097,2026-06-21 22:45:00,add_to_cart,Tmall,PRD0063,395bf9967126ba,0.942
EVT0000709,CUST00097,2026-06-13 15:03:00,page_view,POS,PRD0059,c43ea7520549a0,0.616
EVT0000710,CUST00097,2026-03-16 15:06:00,product_view,App,PRD0063,0d80718874b443,0.715
EVT0000711,CUST00097,2026-06-14 12:56:00,page_view,Tmall,PRD0064,8fabdba2ec3807,0.27
EVT0000712,CUST00097,2026-01-15 21:49:00,coupon_click,Tmall,PRD0056,d2acd6a27b5fe3,0.622
EVT0000713,CUST00097,2026-03-01 18:56:00,page_view,Tmall,PRD0061,6cbd85a88a5b06,0.53
EVT0000714,CUST00098,2026-06-29 10:13:00,page_view,App,PRD0026,0d28277942f6bc,0.342
EVT0000715,CUST00098,2026-05-16 15:13:00,product_view,App,PRD0030,6b55257a96fcdd,0.77
EVT0000716,CUST00098,2026-05-26 11:28:00,product_view,Douyin,PRD0029,ebf5f55749668e,0.72
EVT0000717,CUST00098,2026-01-05 19:35:00,wishlist_add,App,PRD0029,1b065d48914347,0.573
EVT0000718,CUST00098,2026-05-08 20:52:00,page_view,App,PRD0032,dc81baf85e7419,0.861
EVT0000719,CUST00098,2026-01-23 16:46:00,search,MiniProgram,PRD0036,08405fef3c1e18,0.392
EVT0000720,CUST00099,2026-06-09 13:12:00,search,App,PRD0045,40f827336b0a64,0.467
EVT0000721,CUST00099,2026-04-21 17:58:00,store_visit,App,PRD0038,b5ddc40629ea9a,0.147
EVT0000722,CUST00099,2026-06-23 22:13:00,add_to_cart,App,PRD0047,dc32f4662c2119,0.224
EVT0000723,CUST00099,2026-03-08 16:29:00,page_view,Douyin,PRD0049,00e319c40e5ca6,0.537
EVT0000724,CUST00099,2026-03-29 14:41:00,add_to_cart,MiniProgram,PRD0053,1c72f48c9f52f0,0.239
EVT0000725,CUST00100,2026-03-23 08:34:00,add_to_cart,POS,PRD0031,e5ad3fa4a511df,0.891
EVT0000726,CUST00100,2026-05-28 20:22:00,wishlist_add,App,PRD0034,9f8846925b650f,0.952
EVT0000727,CUST00100,2026-06-12 09:54:00,product_view,POS,PRD0022,34d2345b853d63,0.678
EVT0000728,CUST00100,2026-04-13 08:32:00,wishlist_add,Douyin,PRD0034,60952e2067d27d,0.764
EVT0000729,CUST00100,2026-05-02 14:59:00,add_to_cart,POS,PRD0019,91d2e277d25a7c,0.784
EVT0000730,CUST00100,2026-06-02 14:47:00,product_view,App,PRD0034,ebf39dbaa9a684,0.734
EVT0000731,CUST00100,2026-01-25 13:10:00,coupon_click,App,PRD0034,b3e959f619b125,0.334
EVT0000732,CUST00100,2026-01-21 11:52:00,page_view,WeChat,PRD0020,29e6963489b3a1,0.605
EVT0000733,CUST00100,2026-04-19 10:44:00,coupon_click,WeChat,PRD0033,92d368a9458ad4,0.4
EVT0000734,CUST00101,2026-04-06 14:00:00,search,POS,PRD0022,ceeeeb0e32d8e3,0.347
EVT0000735,CUST00101,2026-03-11 18:15:00,search,MiniProgram,PRD0025,be51184f4f41af,0.559
EVT0000736,CUST00101,2026-02-18 08:48:00,page_view,Douyin,PRD0019,2c11e4a36554fd,0.695
EVT0000737,CUST00101,2026-03-18 22:44:00,page_view,WeChat,PRD0029,c7dda0e546d89d,0.995
EVT0000738,CUST00101,2026-06-21 16:44:00,page_view,POS,PRD0021,76b8465925f860,0.795
EVT0000739,CUST00101,2026-05-31 12:02:00,add_to_cart,Douyin,PRD0028,3e5bd33b9a427e,0.878
EVT0000740,CUST00101,2026-02-22 22:39:00,wishlist_add,MiniProgram,PRD0035,037a5a04c55274,0.69
EVT0000741,CUST00101,2026-06-23 08:37:00,wishlist_add,MiniProgram,PRD0034,889359475dd72e,0.463
EVT0000742,CUST00102,2026-03-06 19:23:00,coupon_click,MiniProgram,PRD0016,27428859d93b11,0.532
EVT0000743,CUST00102,2026-03-31 18:12:00,product_view,POS,PRD0014,cc8e68f5c4d7a1,0.718
EVT0000744,CUST00102,2026-04-29 18:03:00,search,Tmall,PRD0018,b9fa05b0aedc14,0.58
EVT0000745,CUST00102,2026-02-11 09:24:00,product_view,POS,PRD0005,8609e38cf6cb14,0.229
EVT0000746,CUST00102,2026-01-31 11:18:00,store_visit,Douyin,PRD0007,35da99b5808a6e,0.446
EVT0000747,CUST00102,2026-01-24 10:00:00,store_visit,Tmall,PRD0006,f5a65a8b4337e2,0.487
EVT0000748,CUST00102,2026-02-27 17:38:00,search,WeChat,PRD0006,95467090acd9e5,0.652
EVT0000749,CUST00102,2026-04-24 09:37:00,product_view,App,PRD0014,7d3914ccac67c9,0.215
EVT0000750,CUST00102,2026-03-09 22:39:00,store_visit,Douyin,PRD0003,375a6f36195b13,0.498
EVT0000751,CUST00103,2026-05-28 08:24:00,add_to_cart,Tmall,PRD0009,bbe616ebb64bda,0.606
EVT0000752,CUST00103,2026-06-01 17:57:00,product_view,Tmall,PRD0002,48ba8bb13d4424,0.487
EVT0000753,CUST00103,2026-01-14 21:50:00,search,App,PRD0007,d35a6fa4323a5c,0.502
EVT0000754,CUST00103,2026-02-26 15:33:00,search,POS,PRD0016,90556cbe510d77,0.467
EVT0000755,CUST00103,2026-04-19 11:57:00,page_view,WeChat,PRD0011,461b821db44fd0,0.29
EVT0000756,CUST00103,2026-01-24 12:57:00,page_view,WeChat,PRD0005,3dc199e9d4910a,0.163
EVT0000757,CUST00103,2026-06-08 13:16:00,wishlist_add,POS,PRD0002,01e980de754b25,0.357
EVT0000758,CUST00103,2026-02-21 18:22:00,coupon_click,App,PRD0012,af52f86e78a541,0.562
EVT0000759,CUST00103,2026-06-11 22:49:00,page_view,WeChat,PRD0005,01dacad7e930b5,0.341
EVT0000760,CUST00103,2026-01-20 14:12:00,store_visit,Douyin,PRD0011,81bc793ff4f81c,0.461
EVT0000761,CUST00104,2026-06-19 11:04:00,page_view,App,PRD0042,7a27aad12709f6,0.696
EVT0000762,CUST00104,2026-04-08 15:38:00,store_visit,POS,PRD0043,fd6bae7d205c66,0.331
EVT0000763,CUST00104,2026-06-02 12:23:00,product_view,WeChat,PRD0050,dbd699a1b00f49,0.749
EVT0000764,CUST00104,2026-05-30 14:27:00,product_view,POS,PRD0054,cdd38bea8d1a62,0.267
EVT0000765,CUST00104,2026-01-28 13:30:00,page_view,POS,PRD0052,f391b4faa9ee7d,0.611
EVT0000766,CUST00104,2026-01-10 16:12:00,search,Douyin,PRD0040,9de896b16cfd4a,0.115
EVT0000767,CUST00104,2026-03-14 19:06:00,page_view,WeChat,PRD0051,193ee5b27f7519,0.893
EVT0000768,CUST00104,2026-06-21 12:34:00,store_visit,POS,PRD0044,ffd648300b024d,0.324
EVT0000769,CUST00104,2026-05-04 08:54:00,add_to_cart,Douyin,PRD0047,261eb6e9dff927,0.208
EVT0000770,CUST00104,2026-05-20 18:38:00,add_to_cart,POS,PRD0049,87b905a9fbbf8b,0.718
EVT0000771,CUST00104,2026-04-13 12:24:00,store_visit,Douyin,PRD0040,48b7f82ab71e34,0.216
EVT0000772,CUST00105,2026-04-19 10:06:00,search,Douyin,PRD0004,61f848cdea8010,0.17
EVT0000773,CUST00105,2026-01-27 14:25:00,wishlist_add,WeChat,PRD0008,3a02fcb9379ea0,0.996
EVT0000774,CUST00105,2026-01-09 16:44:00,add_to_cart,MiniProgram,PRD0004,2153076f10c718,0.414
EVT0000775,CUST00105,2026-02-11 16:56:00,store_visit,Tmall,PRD0004,e61f9497ec3051,0.342
EVT0000776,CUST00105,2026-01-28 11:47:00,live_stream_view,Tmall,PRD0005,d44e653c794e27,0.288
EVT0000777,CUST00105,2026-04-14 17:11:00,page_view,MiniProgram,PRD0001,16c39a930a6a96,0.407
EVT0000778,CUST00105,2026-04-13 08:24:00,coupon_click,WeChat,PRD0012,e6dbc0036dd6f4,0.921
EVT0000779,CUST00105,2026-04-07 10:15:00,product_view,MiniProgram,PRD0016,0bfe352e3e9273,0.746
EVT0000780,CUST00105,2026-03-07 19:38:00,search,Douyin,PRD0011,943f593aa1e52c,0.343
EVT0000781,CUST00105,2026-04-01 12:15:00,add_to_cart,MiniProgram,PRD0017,a395d7046e2a54,0.677
EVT0000782,CUST00105,2026-01-23 13:21:00,page_view,App,PRD0016,42c03579292f3b,0.551
EVT0000783,CUST00106,2026-04-16 21:47:00,page_view,WeChat,PRD0026,1817ee0420622e,0.274
EVT0000784,CUST00106,2026-06-24 15:58:00,coupon_click,MiniProgram,PRD0025,2546f56c5424e5,0.177
EVT0000785,CUST00106,2026-06-14 13:04:00,add_to_cart,MiniProgram,PRD0026,4caeae83306aff,0.377
EVT0000786,CUST00106,2026-05-23 22:33:00,page_view,Douyin,PRD0028,619a96975d8d7e,0.602
EVT0000787,CUST00106,2026-01-16 21:09:00,live_stream_view,POS,PRD0022,acf4c084460b04,0.956
EVT0000788,CUST00107,2026-05-24 10:14:00,product_view,MiniProgram,PRD0023,8a31506769c867,0.131
EVT0000789,CUST00107,2026-02-10 17:34:00,store_visit,Tmall,PRD0035,cb67bb650c5826,0.316
EVT0000790,CUST00107,2026-05-29 08:18:00,wishlist_add,App,PRD0028,b749bb2a7bdb1e,0.257
EVT0000791,CUST00107,2026-07-01 19:35:00,product_view,POS,PRD0024,eb2e5777277b6c,0.324
EVT0000792,CUST00107,2026-03-24 21:58:00,search,Tmall,PRD0030,56f7568baa864d,0.273
EVT0000793,CUST00107,2026-04-16 09:52:00,wishlist_add,Douyin,PRD0024,62ba3a175364d9,0.71
EVT0000794,CUST00107,2026-02-07 18:13:00,coupon_click,MiniProgram,PRD0019,14feb207f98db3,0.469
EVT0000795,CUST00107,2026-02-22 19:16:00,store_visit,WeChat,PRD0030,12fff6dfc881b6,0.447
EVT0000796,CUST00107,2026-06-18 08:44:00,add_to_cart,App,PRD0032,ec59d42e736170,0.914
EVT0000797,CUST00107,2026-06-22 19:18:00,wishlist_add,WeChat,PRD0032,b95517c67c8bd8,0.666
EVT0000798,CUST00107,2026-04-01 13:52:00,search,MiniProgram,PRD0020,ee06edc4846782,0.687
EVT0000799,CUST00108,2026-04-03 09:08:00,page_view,WeChat,PRD0035,069d786b092e03,0.348
EVT0000800,CUST00108,2026-06-01 21:49:00,live_stream_view,POS,PRD0035,bc7c96ec60ca64,0.471
EVT0000801,CUST00108,2026-04-19 08:09:00,page_view,Douyin,PRD0031,46c92a6466dab4,0.465
EVT0000802,CUST00108,2026-04-06 16:53:00,page_view,MiniProgram,PRD0032,7e9b1a724805a6,0.474
EVT0000803,CUST00109,2026-01-11 18:49:00,product_view,Douyin,PRD0008,d31b82bbcd52e0,0.686
EVT0000804,CUST00109,2026-05-12 09:16:00,page_view,MiniProgram,PRD0017,655f2291e63557,0.521
EVT0000805,CUST00109,2026-04-16 22:11:00,wishlist_add,Tmall,PRD0008,77a562d4d52ece,0.725
EVT0000806,CUST00109,2026-02-14 10:07:00,add_to_cart,Douyin,PRD0018,a643257289f74d,0.371
EVT0000807,CUST00109,2026-05-09 22:42:00,product_view,Douyin,PRD0008,c446b6eab5a47d,0.271
EVT0000808,CUST00110,2026-02-10 20:58:00,search,POS,PRD0065,75e6100a992425,0.651
EVT0000809,CUST00110,2026-05-10 21:39:00,coupon_click,App,PRD0060,a515ad6cb4dce2,0.445
EVT0000810,CUST00110,2026-01-16 10:38:00,product_view,MiniProgram,PRD0062,c6ebdc7f245e5d,0.299
EVT0000811,CUST00110,2026-05-11 14:31:00,live_stream_view,Tmall,PRD0055,5748b8634bc2a9,0.394
EVT0000812,CUST00110,2026-05-08 09:34:00,product_view,POS,PRD0059,5351e22b6f4d3f,0.863
EVT0000813,CUST00110,2026-05-20 20:20:00,product_view,App,PRD0061,5344509fbf330c,0.951
EVT0000814,CUST00110,2026-04-09 14:22:00,wishlist_add,Douyin,PRD0061,ded09ee9ddfa88,0.751
EVT0000815,CUST00110,2026-05-06 09:47:00,wishlist_add,App,PRD0065,4266ed28fe10aa,0.484
EVT0000816,CUST00110,2026-02-14 21:43:00,search,Douyin,PRD0065,4156175736dfa8,0.475
EVT0000817,CUST00110,2026-05-20 13:37:00,page_view,POS,PRD0070,56b7b8c1b1d5ef,0.708
EVT0000818,CUST00110,2026-05-12 13:54:00,coupon_click,Douyin,PRD0066,cdc7fcd0799b98,0.263
EVT0000819,CUST00110,2026-02-26 09:21:00,search,Tmall,PRD0057,614424cebb3baf,0.415
EVT0000820,CUST00111,2026-01-07 17:22:00,page_view,POS,PRD0067,e0191174386020,0.116
EVT0000821,CUST00111,2026-06-14 13:29:00,live_stream_view,MiniProgram,PRD0069,d287fed8f7cd80,0.67
EVT0000822,CUST00111,2026-04-25 09:13:00,page_view,Douyin,PRD0055,b21c2e52444943,0.42
EVT0000823,CUST00111,2026-03-15 13:37:00,product_view,Tmall,PRD0057,85d42be42459d2,0.354
EVT0000824,CUST00111,2026-01-24 08:52:00,live_stream_view,WeChat,PRD0067,122049a6b596c7,0.37
EVT0000825,CUST00112,2026-06-01 18:33:00,product_view,WeChat,PRD0022,073c5a59d71760,0.925
EVT0000826,CUST00112,2026-06-29 12:18:00,wishlist_add,WeChat,PRD0036,7222f42e775ec3,0.45
EVT0000827,CUST00112,2026-02-12 14:18:00,product_view,Douyin,PRD0035,dfaa7d16c00747,0.587
EVT0000828,CUST00112,2026-03-04 10:00:00,product_view,Douyin,PRD0030,dc387360879feb,0.171
EVT0000829,CUST00112,2026-03-18 21:10:00,coupon_click,App,PRD0027,3e583f1fe2f030,0.706
EVT0000830,CUST00112,2026-05-05 14:38:00,add_to_cart,Douyin,PRD0024,6ccb9911a0835c,0.181
EVT0000831,CUST00112,2026-02-02 17:25:00,wishlist_add,MiniProgram,PRD0031,a7e2f0b2dbb643,0.626
EVT0000832,CUST00112,2026-07-01 18:42:00,store_visit,WeChat,PRD0032,1927f0635a8d52,0.699
EVT0000833,CUST00112,2026-04-22 20:04:00,page_view,Douyin,PRD0024,e25e0a32ee502c,0.805
EVT0000834,CUST00112,2026-02-21 10:12:00,wishlist_add,Douyin,PRD0025,920e301faa8216,0.522
EVT0000835,CUST00113,2026-05-09 21:13:00,product_view,Tmall,PRD0067,1f9be7d6aeb464,0.973
EVT0000836,CUST00113,2026-03-08 10:14:00,live_stream_view,Tmall,PRD0059,b5db44cc91c312,0.93
EVT0000837,CUST00113,2026-06-26 20:39:00,page_view,Tmall,PRD0057,49882f2fd518f2,0.978
EVT0000838,CUST00113,2026-04-04 16:07:00,page_view,POS,PRD0059,b75cff06f9d105,0.913
EVT0000839,CUST00114,2025-07-29 17:18:00,coupon_click,App,PRD0010,a62e0209ef1246,0.482
EVT0000840,CUST00115,2026-03-18 14:24:00,page_view,WeChat,PRD0010,13feab41e13c7d,0.216
EVT0000841,CUST00115,2026-06-30 13:32:00,product_view,POS,PRD0013,2051f7337ad50c,0.8
EVT0000842,CUST00115,2026-02-17 10:16:00,page_view,Douyin,PRD0009,670a0423ed3051,0.481
EVT0000843,CUST00115,2026-06-22 08:34:00,page_view,Tmall,PRD0015,23cb127360db69,0.489
EVT0000844,CUST00115,2026-05-27 12:45:00,wishlist_add,MiniProgram,PRD0003,53f92f9b92c5ae,0.988
EVT0000845,CUST00116,2026-02-20 10:07:00,add_to_cart,POS,PRD0027,98cb1c1c4f50f9,0.631
EVT0000846,CUST00117,2026-03-02 22:37:00,product_view,MiniProgram,PRD0043,4c78d343a579f8,0.19
EVT0000847,CUST00117,2026-02-25 11:25:00,live_stream_view,WeChat,PRD0041,5ae3557b02ea53,0.918
EVT0000848,CUST00117,2026-04-04 18:13:00,coupon_click,App,PRD0051,fab1e7c3f3023b,0.326
EVT0000849,CUST00117,2026-04-18 22:59:00,add_to_cart,WeChat,PRD0052,b46e288e55f16b,0.893
EVT0000850,CUST00117,2026-06-14 18:23:00,live_stream_view,Douyin,PRD0045,8b2bc410af03c8,0.553
