inventory_id,store_id,product_id,stock_on_hand,reserved_qty,available_qty,reorder_point,last_stocktake_date
INV0000449,ST007,PRD0017,69,1,68,19,2026-06-24
INV0000450,ST007,PRD0018,9,4,5,13,2026-06-18
INV0000451,ST007,PRD0019,24,7,17,16,2026-06-12
INV0000452,ST007,PRD0020,50,6,44,12,2026-06-18
INV0000453,ST007,PRD0021,16,4,12,21,2026-06-17
INV0000454,ST007,PRD0022,55,0,55,12,2026-06-28
INV0000455,ST007,PRD0023,65,6,59,19,2026-06-14
INV0000456,ST007,PRD0024,40,1,39,21,2026-06-23
INV0000457,ST007,PRD0025,77,6,71,21,2026-06-21
INV0000458,ST007,PRD0026,62,8,54,12,2026-06-07
INV0000459,ST007,PRD0027,18,5,13,20,2026-06-19
INV0000460,ST007,PRD0028,67,6,61,16,2026-06-10
INV0000461,ST007,PRD0029,38,1,37,17,2026-06-20
INV0000462,ST007,PRD0030,56,5,51,8,2026-06-22
INV0000463,ST007,PRD0031,60,0,60,14,2026-06-09
INV0000464,ST007,PRD0032,9,8,1,21,2026-06-08
INV0000465,ST007,PRD0033,78,1,77,20,2026-06-09
INV0000466,ST007,PRD0034,11,5,6,11,2026-06-16
INV0000467,ST007,PRD0035,26,4,22,13,2026-06-21
INV0000468,ST007,PRD0036,9,7,2,17,2026-06-14
INV0000469,ST007,PRD0037,66,0,66,15,2026-06-24
INV0000470,ST007,PRD0038,25,6,19,21,2026-06-19
INV0000471,ST007,PRD0039,29,0,29,20,2026-06-24
INV0000472,ST007,PRD0040,19,0,19,14,2026-07-01
INV0000473,ST007,PRD0041,59,1,58,20,2026-06-14
INV0000474,ST007,PRD0042,73,5,68,15,2026-06-08
INV0000475,ST007,PRD0043,20,3,17,11,2026-06-24
INV0000476,ST007,PRD0044,8,1,7,22,2026-06-29
INV0000477,ST007,PRD0045,50,0,50,15,2026-06-05
INV0000478,ST007,PRD0046,34,1,33,12,2026-06-26
INV0000479,ST007,PRD0047,60,0,60,13,2026-06-17
INV0000480,ST007,PRD0048,77,4,73,13,2026-06-09
INV0000481,ST007,PRD0049,31,7,24,12,2026-06-13
INV0000482,ST007,PRD0050,10,0,10,13,2026-06-23
INV0000483,ST007,PRD0051,18,7,11,16,2026-06-30
INV0000484,ST007,PRD0052,78,6,72,22,2026-06-09
INV0000485,ST007,PRD0053,66,4,62,21,2026-06-29
INV0000486,ST007,PRD0054,38,2,36,10,2026-06-22
INV0000487,ST007,PRD0055,33,2,31,15,2026-06-09
INV0000488,ST007,PRD0056,62,0,62,16,2026-06-09
INV0000489,ST007,PRD0057,79,8,71,11,2026-06-27
INV0000490,ST007,PRD0058,52,4,48,10,2026-06-20
INV0000491,ST007,PRD0059,56,3,53,13,2026-06-12
INV0000492,ST007,PRD0060,27,6,21,8,2026-06-12
INV0000493,ST007,PRD0061,37,4,33,16,2026-06-06
INV0000494,ST007,PRD0062,55,5,50,17,2026-06-14
INV0000495,ST007,PRD0063,30,4,26,14,2026-06-05
INV0000496,ST007,PRD0064,58,0,58,15,2026-06-27
INV0000497,ST007,PRD0065,43,8,35,11,2026-06-24
INV0000498,ST007,PRD0066,45,8,37,13,2026-06-23
INV0000499,ST007,PRD0067,22,5,17,22,2026-06-06
INV0000500,ST007,PRD0068,80,0,80,10,2026-06-23
INV0000501,ST007,PRD0069,53,2,51,11,2026-06-11
INV0000502,ST007,PRD0070,0,0,0,15,2026-07-01
INV0000503,ST007,PRD0071,14,1,13,16,2026-06-13
INV0000504,ST007,PRD0072,63,1,62,10,2026-06-22
INV0000505,ST008,PRD0001,63,3,60,9,2026-06-10
INV0000506,ST008,PRD0002,10,6,4,12,2026-06-10
INV0000507,ST008,PRD0003,14,1,13,13,2026-06-03
INV0000508,ST008,PRD0004,83,8,75,17,2026-06-12
INV0000509,ST008,PRD0005,23,5,18,20,2026-06-05
INV0000510,ST008,PRD0006,44,8,36,13,2026-06-15
INV0000511,ST008,PRD0007,17,1,16,17,2026-06-07
INV0000512,ST008,PRD0008,56,6,50,10,2026-06-22
INV0000513,ST008,PRD0009,66,7,59,13,2026-06-03
INV0000514,ST008,PRD0010,4,2,2,10,2026-06-25
INV0000515,ST008,PRD0011,46,3,43,16,2026-06-06
INV0000516,ST008,PRD0012,55,2,53,13,2026-06-26
INV0000517,ST008,PRD0013,34,5,29,8,2026-06-26
INV0000518,ST008,PRD0014,46,6,40,12,2026-06-09
INV0000519,ST008,PRD0015,81,3,78,11,2026-06-20
INV0000520,ST008,PRD0016,51,5,46,22,2026-06-26
INV0000521,ST008,PRD0017,53,7,46,13,2026-06-09
INV0000522,ST008,PRD0018,13,8,5,12,2026-06-29
INV0000523,ST008,PRD0019,20,5,15,14,2026-06-06
INV0000524,ST008,PRD0020,63,0,63,18,2026-06-13
INV0000525,ST008,PRD0021,53,0,53,11,2026-06-20
INV0000526,ST008,PRD0022,33,5,28,22,2026-06-05
INV0000527,ST008,PRD0023,15,6,9,15,2026-06-11
INV0000528,ST008,PRD0024,1,0,1,8,2026-06-24
INV0000529,ST008,PRD0025,27,6,21,22,2026-06-10
INV0000530,ST008,PRD0026,9,4,5,9,2026-06-28
INV0000531,ST008,PRD0027,50,8,42,15,2026-07-01
INV0000532,ST008,PRD0028,10,3,7,13,2026-06-23
INV0000533,ST008,PRD0029,14,1,13,12,2026-06-17
INV0000534,ST008,PRD0030,56,1,55,8,2026-06-11
INV0000535,ST008,PRD0031,61,1,60,20,2026-06-24
INV0000536,ST008,PRD0032,55,8,47,9,2026-06-07
INV0000537,ST008,PRD0033,32,0,32,10,2026-06-11
INV0000538,ST008,PRD0034,47,7,40,18,2026-06-11
INV0000539,ST008,PRD0035,37,7,30,9,2026-06-18
INV0000540,ST008,PRD0036,33,2,31,21,2026-06-03
INV0000541,ST008,PRD0037,50,1,49,13,2026-06-22
INV0000542,ST008,PRD0038,63,1,62,14,2026-06-12
INV0000543,ST008,PRD0039,46,5,41,19,2026-06-12
INV0000544,ST008,PRD0040,57,1,56,9,2026-06-26
INV0000545,ST008,PRD0041,70,0,70,14,2026-06-08
INV0000546,ST008,PRD0042,70,1,69,18,2026-06-28
INV0000547,ST008,PRD0043,34,1,33,22,2026-06-29
INV0000548,ST008,PRD0044,24,2,22,11,2026-06-12
INV0000549,ST008,PRD0045,61,8,53,21,2026-06-07
INV0000550,ST008,PRD0046,53,3,50,18,2026-06-04
INV0000551,ST008,PRD0047,70,3,67,16,2026-06-25
INV0000552,ST008,PRD0048,21,2,19,19,2026-06-20
INV0000553,ST008,PRD0049,38,6,32,17,2026-06-11
INV0000554,ST008,PRD0050,76,6,70,15,2026-07-01
INV0000555,ST008,PRD0051,76,1,75,19,2026-06-15
INV0000556,ST008,PRD0052,68,4,64,22,2026-06-12
INV0000557,ST008,PRD0053,80,5,75,19,2026-06-13
INV0000558,ST008,PRD0054,5,3,2,16,2026-06-11
INV0000559,ST008,PRD0055,69,4,65,17,2026-06-13
INV0000560,ST008,PRD0056,5,3,2,12,2026-06-04
INV0000561,ST008,PRD0057,65,0,65,17,2026-06-13
INV0000562,ST008,PRD0058,72,7,65,10,2026-06-12
INV0000563,ST008,PRD0059,59,4,55,19,2026-06-16
INV0000564,ST008,PRD0060,10,1,9,20,2026-06-26
INV0000565,ST008,PRD0061,11,0,11,16,2026-06-24
INV0000566,ST008,PRD0062,28,0,28,14,2026-06-06
INV0000567,ST008,PRD0063,47,2,45,16,2026-06-25
INV0000568,ST008,PRD0064,80,2,78,13,2026-06-17
INV0000569,ST008,PRD0065,34,7,27,16,2026-06-23
INV0000570,ST008,PRD0066,81,7,74,8,2026-06-17
INV0000571,ST008,PRD0067,71,8,63,14,2026-06-20
INV0000572,ST008,PRD0068,41,4,37,18,2026-06-12
INV0000573,ST008,PRD0069,39,8,31,21,2026-06-26
INV0000574,ST008,PRD0070,36,7,29,18,2026-06-06
INV0000575,ST008,PRD0071,62,2,60,10,2026-06-27
INV0000576,ST008,PRD0072,18,8,10,14,2026-06-22
INV0000577,ST009,PRD0001,29,0,29,11,2026-06-18
INV0000578,ST009,PRD0002,30,6,24,12,2026-06-10
INV0000579,ST009,PRD0003,46,0,46,17,2026-06-16
INV0000580,ST009,PRD0004,82,0,82,22,2026-06-28
INV0000581,ST009,PRD0005,6,3,3,16,2026-06-17
INV0000582,ST009,PRD0006,46,2,44,21,2026-06-29
INV0000583,ST009,PRD0007,19,5,14,11,2026-06-06
INV0000584,ST009,PRD0008,36,2,34,18,2026-06-26
INV0000585,ST009,PRD0009,46,6,40,17,2026-06-15
INV0000586,ST009,PRD0010,8,1,7,18,2026-06-03
INV0000587,ST009,PRD0011,52,0,52,15,2026-06-20
INV0000588,ST009,PRD0012,49,6,43,8,2026-06-27
INV0000589,ST009,PRD0013,41,4,37,12,2026-06-19
INV0000590,ST009,PRD0014,11,3,8,19,2026-06-10
INV0000591,ST009,PRD0015,8,0,8,10,2026-06-29
INV0000592,ST009,PRD0016,55,8,47,18,2026-06-05
INV0000593,ST009,PRD0017,5,4,1,14,2026-06-27
INV0000594,ST009,PRD0018,44,6,38,16,2026-06-26
INV0000595,ST009,PRD0019,13,0,13,15,2026-06-17
INV0000596,ST009,PRD0020,63,6,57,15,2026-06-16
INV0000597,ST009,PRD0021,52,5,47,13,2026-06-08
INV0000598,ST009,PRD0022,16,1,15,19,2026-06-21
INV0000599,ST009,PRD0023,16,4,12,22,2026-06-05
INV0000600,ST009,PRD0024,34,7,27,15,2026-06-06
INV0000601,ST009,PRD0025,71,4,67,19,2026-07-01
INV0000602,ST009,PRD0026,26,1,25,18,2026-06-30
INV0000603,ST009,PRD0027,82,7,75,8,2026-06-16
INV0000604,ST009,PRD0028,70,3,67,10,2026-06-12
INV0000605,ST009,PRD0029,5,0,5,8,2026-06-20
INV0000606,ST009,PRD0030,37,7,30,13,2026-06-30
INV0000607,ST009,PRD0031,8,8,0,8,2026-06-06
INV0000608,ST009,PRD0032,26,6,20,11,2026-06-26
INV0000609,ST009,PRD0033,20,6,14,8,2026-06-22
INV0000610,ST009,PRD0034,17,7,10,17,2026-06-10
INV0000611,ST009,PRD0035,85,5,80,19,2026-06-17
INV0000612,ST009,PRD0036,46,2,44,16,2026-06-27
INV0000613,ST009,PRD0037,58,2,56,21,2026-06-24
INV0000614,ST009,PRD0038,38,1,37,9,2026-06-15
INV0000615,ST009,PRD0039,21,8,13,21,2026-06-03
INV0000616,ST009,PRD0040,70,7,63,12,2026-06-23
INV0000617,ST009,PRD0041,13,6,7,11,2026-06-18
INV0000618,ST009,PRD0042,38,3,35,19,2026-06-13
INV0000619,ST009,PRD0043,70,2,68,12,2026-06-08
INV0000620,ST009,PRD0044,48,2,46,15,2026-06-25
INV0000621,ST009,PRD0045,71,4,67,22,2026-06-16
INV0000622,ST009,PRD0046,49,3,46,12,2026-06-30
INV0000623,ST009,PRD0047,51,2,49,17,2026-06-09
INV0000624,ST009,PRD0048,24,5,19,20,2026-06-03
INV0000625,ST009,PRD0049,38,7,31,10,2026-06-28
INV0000626,ST009,PRD0050,22,3,19,10,2026-06-30
INV0000627,ST009,PRD0051,58,8,50,10,2026-06-06
INV0000628,ST009,PRD0052,1,1,0,22,2026-06-16
INV0000629,ST009,PRD0053,3,3,0,10,2026-06-03
INV0000630,ST009,PRD0054,36,8,28,14,2026-06-17
INV0000631,ST009,PRD0055,3,3,0,9,2026-07-01
INV0000632,ST009,PRD0056,67,4,63,12,2026-06-10
INV0000633,ST009,PRD0057,12,6,6,12,2026-06-30
INV0000634,ST009,PRD0058,19,0,19,14,2026-06-03
INV0000635,ST009,PRD0059,58,3,55,10,2026-06-04
INV0000636,ST009,PRD0060,14,0,14,8,2026-06-10
INV0000637,ST009,PRD0061,50,0,50,9,2026-06-03
INV0000638,ST009,PRD0062,78,6,72,11,2026-06-04
INV0000639,ST009,PRD0063,67,5,62,13,2026-06-12
INV0000640,ST009,PRD0064,39,1,38,17,2026-06-03
INV0000641,ST009,PRD0065,7,2,5,9,2026-06-19
INV0000642,ST009,PRD0066,30,1,29,12,2026-06-12
INV0000643,ST009,PRD0067,75,6,69,17,2026-06-18
INV0000644,ST009,PRD0068,23,6,17,8,2026-06-07
INV0000645,ST009,PRD0069,48,7,41,19,2026-06-05
INV0000646,ST009,PRD0070,56,8,48,10,2026-06-25
INV0000647,ST009,PRD0071,49,8,41,16,2026-06-08
INV0000648,ST009,PRD0072,67,3,64,8,2026-06-25
INV0000649,ST010,PRD0001,31,2,29,18,2026-06-28
INV0000650,ST010,PRD0002,83,2,81,19,2026-06-18
INV0000651,ST010,PRD0003,78,2,76,19,2026-06-04
INV0000652,ST010,PRD0004,2,1,1,22,2026-06-18
INV0000653,ST010,PRD0005,23,3,20,13,2026-06-26
INV0000654,ST010,PRD0006,25,7,18,20,2026-06-11
INV0000655,ST010,PRD0007,60,0,60,8,2026-06-30
INV0000656,ST010,PRD0008,28,4,24,17,2026-06-11
INV0000657,ST010,PRD0009,3,3,0,10,2026-06-22
INV0000658,ST010,PRD0010,16,3,13,10,2026-06-29
INV0000659,ST010,PRD0011,27,1,26,14,2026-06-13
INV0000660,ST010,PRD0012,5,4,1,22,2026-07-01
INV0000661,ST010,PRD0013,37,0,37,21,2026-06-11
INV0000662,ST010,PRD0014,27,3,24,16,2026-06-15
INV0000663,ST010,PRD0015,31,5,26,18,2026-06-17
INV0000664,ST010,PRD0016,61,7,54,22,2026-06-13
INV0000665,ST010,PRD0017,70,5,65,16,2026-06-22
INV0000666,ST010,PRD0018,42,1,41,16,2026-06-26
INV0000667,ST010,PRD0019,45,4,41,14,2026-06-06
INV0000668,ST010,PRD0020,37,5,32,10,2026-06-19
INV0000669,ST010,PRD0021,38,7,31,12,2026-06-06
INV0000670,ST010,PRD0022,67,4,63,22,2026-06-06
INV0000671,ST010,PRD0023,19,1,18,16,2026-06-30
INV0000672,ST010,PRD0024,6,3,3,22,2026-06-29
INV0000673,ST010,PRD0025,33,8,25,8,2026-06-09
INV0000674,ST010,PRD0026,81,1,80,11,2026-06-26
INV0000675,ST010,PRD0027,1,0,1,12,2026-06-29
INV0000676,ST010,PRD0028,60,4,56,13,2026-06-29
INV0000677,ST010,PRD0029,31,4,27,13,2026-06-05
INV0000678,ST010,PRD0030,83,4,79,19,2026-06-25
INV0000679,ST010,PRD0031,82,3,79,9,2026-06-29
INV0000680,ST010,PRD0032,72,2,70,22,2026-06-27
INV0000681,ST010,PRD0033,20,2,18,8,2026-06-11
INV0000682,ST010,PRD0034,34,5,29,18,2026-06-04
INV0000683,ST010,PRD0035,35,4,31,16,2026-06-30
INV0000684,ST010,PRD0036,62,8,54,20,2026-06-16
INV0000685,ST010,PRD0037,57,0,57,14,2026-06-19
INV0000686,ST010,PRD0038,72,2,70,20,2026-06-26
INV0000687,ST010,PRD0039,41,8,33,11,2026-06-03
INV0000688,ST010,PRD0040,47,8,39,14,2026-06-04
INV0000689,ST010,PRD0041,71,3,68,21,2026-06-14
INV0000690,ST010,PRD0042,35,8,27,11,2026-06-23
INV0000691,ST010,PRD0043,52,6,46,15,2026-06-29
INV0000692,ST010,PRD0044,29,6,23,21,2026-06-24
INV0000693,ST010,PRD0045,72,1,71,17,2026-06-19
INV0000694,ST010,PRD0046,33,3,30,17,2026-06-13
INV0000695,ST010,PRD0047,85,7,78,18,2026-06-19
INV0000696,ST010,PRD0048,63,3,60,8,2026-06-19
INV0000697,ST010,PRD0049,26,2,24,18,2026-06-10
INV0000698,ST010,PRD0050,46,4,42,13,2026-06-07
INV0000699,ST010,PRD0051,8,8,0,8,2026-06-23
INV0000700,ST010,PRD0052,54,3,51,18,2026-06-29
INV0000701,ST010,PRD0053,19,7,12,20,2026-06-28
INV0000702,ST010,PRD0054,42,5,37,9,2026-06-05
INV0000703,ST010,PRD0055,6,0,6,11,2026-06-03
INV0000704,ST010,PRD0056,26,0,26,12,2026-06-13
INV0000705,ST010,PRD0057,65,5,60,19,2026-06-26
INV0000706,ST010,PRD0058,67,0,67,19,2026-06-06
INV0000707,ST010,PRD0059,85,0,85,12,2026-06-09
INV0000708,ST010,PRD0060,6,1,5,9,2026-06-20
INV0000709,ST010,PRD0061,29,0,29,19,2026-06-08
INV0000710,ST010,PRD0062,78,8,70,11,2026-06-21
INV0000711,ST010,PRD0063,17,7,10,9,2026-06-20
INV0000712,ST010,PRD0064,55,5,50,22,2026-06-10
INV0000713,ST010,PRD0065,47,1,46,17,2026-06-21
INV0000714,ST010,PRD0066,63,1,62,13,2026-06-22
INV0000715,ST010,PRD0067,49,0,49,19,2026-06-10
INV0000716,ST010,PRD0068,50,0,50,14,2026-06-30
INV0000717,ST010,PRD0069,85,5,80,11,2026-06-15
INV0000718,ST010,PRD0070,75,8,67,20,2026-06-22
INV0000719,ST010,PRD0071,11,5,6,9,2026-06-23
INV0000720,ST010,PRD0072,71,0,71,20,2026-06-18
INV0000721,ST011,PRD0001,16,3,13,11,2026-06-14
INV0000722,ST011,PRD0002,1,0,1,18,2026-06-22
INV0000723,ST011,PRD0003,38,8,30,15,2026-06-14
INV0000724,ST011,PRD0004,36,7,29,20,2026-06-13
INV0000725,ST011,PRD0005,8,2,6,14,2026-06-09
INV0000726,ST011,PRD0006,39,6,33,19,2026-06-16
INV0000727,ST011,PRD0007,43,6,37,21,2026-06-24
INV0000728,ST011,PRD0008,84,3,81,11,2026-06-15
INV0000729,ST011,PRD0009,39,0,39,19,2026-06-07
INV0000730,ST011,PRD0010,11,5,6,17,2026-06-22
INV0000731,ST011,PRD0011,14,5,9,14,2026-06-04
INV0000732,ST011,PRD0012,25,3,22,18,2026-06-03
INV0000733,ST011,PRD0013,18,5,13,12,2026-06-18
INV0000734,ST011,PRD0014,57,7,50,8,2026-06-03
INV0000735,ST011,PRD0015,28,3,25,19,2026-06-15
INV0000736,ST011,PRD0016,64,8,56,12,2026-07-01
INV0000737,ST011,PRD0017,82,1,81,20,2026-06-28
INV0000738,ST011,PRD0018,5,0,5,14,2026-06-04
INV0000739,ST011,PRD0019,74,7,67,12,2026-06-23
INV0000740,ST011,PRD0020,7,5,2,18,2026-06-24
INV0000741,ST011,PRD0021,17,1,16,12,2026-06-26
INV0000742,ST011,PRD0022,15,2,13,12,2026-06-05
INV0000743,ST011,PRD0023,4,2,2,16,2026-06-21
INV0000744,ST011,PRD0024,42,4,38,20,2026-06-15
INV0000745,ST011,PRD0025,60,8,52,20,2026-06-08
INV0000746,ST011,PRD0026,58,0,58,12,2026-06-12
INV0000747,ST011,PRD0027,35,7,28,18,2026-06-25
INV0000748,ST011,PRD0028,47,8,39,13,2026-06-07
INV0000749,ST011,PRD0029,31,2,29,20,2026-06-23
INV0000750,ST011,PRD0030,80,3,77,22,2026-06-14
INV0000751,ST011,PRD0031,46,8,38,8,2026-06-19
INV0000752,ST011,PRD0032,62,2,60,15,2026-06-05
INV0000753,ST011,PRD0033,41,0,41,21,2026-06-26
INV0000754,ST011,PRD0034,21,8,13,11,2026-06-15
INV0000755,ST011,PRD0035,22,4,18,20,2026-06-18
INV0000756,ST011,PRD0036,8,5,3,18,2026-06-28
INV0000757,ST011,PRD0037,11,1,10,22,2026-06-07
INV0000758,ST011,PRD0038,49,3,46,20,2026-06-12
INV0000759,ST011,PRD0039,3,0,3,15,2026-06-19
INV0000760,ST011,PRD0040,33,7,26,13,2026-06-15
INV0000761,ST011,PRD0041,41,5,36,15,2026-06-20
INV0000762,ST011,PRD0042,69,2,67,19,2026-06-15
INV0000763,ST011,PRD0043,4,1,3,10,2026-06-19
INV0000764,ST011,PRD0044,9,8,1,9,2026-06-06
INV0000765,ST011,PRD0045,1,0,1,10,2026-06-04
INV0000766,ST011,PRD0046,82,6,76,21,2026-06-21
INV0000767,ST011,PRD0047,65,0,65,17,2026-06-27
INV0000768,ST011,PRD0048,78,6,72,22,2026-06-11
INV0000769,ST011,PRD0049,79,7,72,13,2026-06-05
INV0000770,ST011,PRD0050,82,0,82,19,2026-06-04
INV0000771,ST011,PRD0051,32,2,30,9,2026-06-14
INV0000772,ST011,PRD0052,21,1,20,12,2026-06-13
INV0000773,ST011,PRD0053,7,3,4,13,2026-06-23
INV0000774,ST011,PRD0054,69,1,68,19,2026-06-10
INV0000775,ST011,PRD0055,54,4,50,20,2026-06-15
INV0000776,ST011,PRD0056,35,5,30,18,2026-06-28
INV0000777,ST011,PRD0057,23,0,23,11,2026-06-17
INV0000778,ST011,PRD0058,68,5,63,15,2026-06-27
INV0000779,ST011,PRD0059,17,1,16,8,2026-06-27
INV0000780,ST011,PRD0060,77,6,71,12,2026-06-13
INV0000781,ST011,PRD0061,44,7,37,21,2026-06-21
INV0000782,ST011,PRD0062,36,3,33,21,2026-06-06
INV0000783,ST011,PRD0063,16,0,16,8,2026-06-25
INV0000784,ST011,PRD0064,82,8,74,22,2026-06-07
INV0000785,ST011,PRD0065,36,5,31,16,2026-06-20
INV0000786,ST011,PRD0066,32,0,32,18,2026-06-30
INV0000787,ST011,PRD0067,6,0,6,15,2026-06-10
INV0000788,ST011,PRD0068,73,0,73,13,2026-06-25
INV0000789,ST011,PRD0069,69,5,64,15,2026-06-27
INV0000790,ST011,PRD0070,77,0,77,21,2026-06-30
INV0000791,ST011,PRD0071,52,5,47,20,2026-06-03
INV0000792,ST011,PRD0072,74,4,70,19,2026-06-17
INV0000793,ST012,PRD0001,83,7,76,9,2026-06-04
INV0000794,ST012,PRD0002,83,5,78,18,2026-06-25
INV0000795,ST012,PRD0003,68,3,65,16,2026-06-20
INV0000796,ST012,PRD0004,29,3,26,8,2026-06-26
INV0000797,ST012,PRD0005,9,5,4,16,2026-06-27
INV0000798,ST012,PRD0006,11,1,10,11,2026-06-17
INV0000799,ST012,PRD0007,0,0,0,9,2026-06-08
INV0000800,ST012,PRD0008,20,0,20,17,2026-06-22
INV0000801,ST012,PRD0009,80,8,72,14,2026-06-10
INV0000802,ST012,PRD0010,23,0,23,17,2026-07-01
INV0000803,ST012,PRD0011,23,8,15,10,2026-06-19
INV0000804,ST012,PRD0012,17,4,13,14,2026-06-24
INV0000805,ST012,PRD0013,28,2,26,20,2026-06-03
INV0000806,ST012,PRD0014,2,0,2,19,2026-06-20
INV0000807,ST012,PRD0015,21,5,16,19,2026-06-17
INV0000808,ST012,PRD0016,8,5,3,11,2026-06-28
INV0000809,ST012,PRD0017,16,7,9,21,2026-06-12
INV0000810,ST012,PRD0018,27,3,24,18,2026-06-07
INV0000811,ST012,PRD0019,78,4,74,15,2026-06-30
INV0000812,ST012,PRD0020,68,7,61,11,2026-06-05
INV0000813,ST012,PRD0021,70,5,65,22,2026-06-23
INV0000814,ST012,PRD0022,66,8,58,17,2026-06-10
INV0000815,ST012,PRD0023,29,5,24,13,2026-06-24
INV0000816,ST012,PRD0024,33,7,26,14,2026-06-14
INV0000817,ST012,PRD0025,4,1,3,20,2026-06-20
INV0000818,ST012,PRD0026,11,5,6,13,2026-06-18
INV0000819,ST012,PRD0027,48,0,48,18,2026-06-22
INV0000820,ST012,PRD0028,64,7,57,16,2026-06-10
INV0000821,ST012,PRD0029,46,5,41,18,2026-06-27
INV0000822,ST012,PRD0030,38,1,37,10,2026-06-07
INV0000823,ST012,PRD0031,64,4,60,22,2026-06-30
INV0000824,ST012,PRD0032,4,3,1,15,2026-06-29
INV0000825,ST012,PRD0033,3,3,0,8,2026-07-01
INV0000826,ST012,PRD0034,31,1,30,13,2026-06-10
INV0000827,ST012,PRD0035,85,8,77,8,2026-06-24
INV0000828,ST012,PRD0036,34,0,34,21,2026-06-26
INV0000829,ST012,PRD0037,60,3,57,10,2026-06-17
INV0000830,ST012,PRD0038,39,0,39,12,2026-06-18
INV0000831,ST012,PRD0039,79,7,72,8,2026-06-20
INV0000832,ST012,PRD0040,22,2,20,15,2026-06-08
INV0000833,ST012,PRD0041,42,6,36,16,2026-06-09
INV0000834,ST012,PRD0042,74,7,67,21,2026-06-28
INV0000835,ST012,PRD0043,63,2,61,13,2026-06-22
INV0000836,ST012,PRD0044,42,2,40,22,2026-06-09
INV0000837,ST012,PRD0045,2,1,1,14,2026-06-21
INV0000838,ST012,PRD0046,81,2,79,12,2026-06-24
INV0000839,ST012,PRD0047,66,6,60,8,2026-06-06
INV0000840,ST012,PRD0048,80,0,80,21,2026-06-16
INV0000841,ST012,PRD0049,43,8,35,11,2026-06-04
INV0000842,ST012,PRD0050,22,3,19,12,2026-06-21
INV0000843,ST012,PRD0051,17,0,17,11,2026-06-18
INV0000844,ST012,PRD0052,19,7,12,18,2026-06-18
INV0000845,ST012,PRD0053,7,2,5,21,2026-06-16
INV0000846,ST012,PRD0054,50,8,42,16,2026-06-03
INV0000847,ST012,PRD0055,82,4,78,9,2026-06-10
INV0000848,ST012,PRD0056,16,5,11,10,2026-06-08
INV0000849,ST012,PRD0057,2,2,0,14,2026-06-20
INV0000850,ST012,PRD0058,39,3,36,14,2026-06-16
INV0000851,ST012,PRD0059,9,8,1,17,2026-06-21
INV0000852,ST012,PRD0060,55,1,54,13,2026-06-17
INV0000853,ST012,PRD0061,76,1,75,16,2026-07-01
INV0000854,ST012,PRD0062,16,8,8,9,2026-06-03
INV0000855,ST012,PRD0063,2,0,2,15,2026-06-29
INV0000856,ST012,PRD0064,67,8,59,12,2026-06-14
INV0000857,ST012,PRD0065,27,4,23,20,2026-06-18
INV0000858,ST012,PRD0066,32,1,31,16,2026-06-29
INV0000859,ST012,PRD0067,73,2,71,13,2026-06-06
INV0000860,ST012,PRD0068,27,2,25,16,2026-06-11
INV0000861,ST012,PRD0069,72,1,71,19,2026-06-07
INV0000862,ST012,PRD0070,34,5,29,19,2026-06-17
INV0000863,ST012,PRD0071,49,2,47,17,2026-06-29
INV0000864,ST012,PRD0072,52,2,50,13,2026-07-01
